date;sales;onpromotion;transactions;holiday;diff;Train_Forecast;Train_Forecast_prophet;train_Forecast_LSTM;train_Forecast_XGB;train_Forecast_RF
2013-01-31;271254.22;0.0;1527.5652173913045;0;24008.531;332359.38022472576;226290.1450550006;314995.6875;341797.78;337417.0776660595
2013-02-01;369402.06;0.0;1702.2173913043478;0;79379.28;402863.1839850558;283776.97140033136;351107.03125;324508.34;414468.031489517
2013-02-02;518887.47;0.0;2116.2391304347825;0;105087.69;309416.3772191674;518865.0001047071;392603.9375;454284.53;587214.749124627
2013-02-03;486336.8;0.0;1891.869565217392;0;55924.812;298541.53403975046;516307.6805715289;368138.53125;454284.53;550041.7969745
2013-02-04;344308.72;0.0;1637.608695652174;0;58848.562;316263.6998763542;312047.02854981355;310898.15625;324508.34;382556.5527117202
2013-02-05;321245.84;0.0;1656.6521739130435;0;56757.03;292712.35586056026;285811.9892814965;312411.40625;324508.34;397373.42417414585
2013-02-06;321538.2;0.0;1636.7608695652175;0;40477.062;353404.06033906003;259027.6924332001;331113.84375;324508.34;382556.5527117202
2013-02-07;290807.53;0.0;1582.3695652173913;0;19553.312;253770.9737388336;215345.6227900408;357041.6875;324508.34;348788.8548814927
2013-02-08;347441.78;0.0;1733.1739130434785;0;-21960.281;396541.99659691536;267429.01256420184;422935.15625;406466.3;437104.44445694814
2013-02-09;416176.28;0.0;1963.9565217391305;0;-102711.19;342043.3662598144;432449.8987487393;470690.96875;513880.06;541235.6176815941
2013-02-10;300951.34;0.0;1520.9347826086955;0;-185385.47;299229.03422537644;345400.1669009199;415400.4375;490037.28;337417.0776660595
2013-02-11;278627.6;0.0;1461.3478260869565;1;-65681.125;258485.6962333288;254899.34459712144;347430.6875;364354.34;294793.7834750831
2013-02-12;308800.78;0.0;1561.0434782608695;1;-12445.0625;262370.47665076057;265336.9086306012;337942.5;364354.34;355947.01954130223
2013-02-13;319597.94;0.0;1741.2608695652175;0;-1940.25;214407.0620079405;292816.6306633426;337933.875;364354.34;448189.627629097
2013-02-14;308164.03;0.0;1927.8478260869565;0;17356.5;271467.6241907215;350491.5674555199;338036.875;324508.34;541180.0581505869
2013-02-15;320168.88;0.0;1647.5869565217392;0;-27272.906;409049.6118710272;231135.9886099029;363697.09375;364354.34;390251.9180657678
2013-02-16;485660.5;0.0;2017.7391304347825;0;69484.22;420377.72540350416;455899.2636747824;367677.53125;454284.53;588115.2883214047
2013-02-17;399588.9;0.0;1683.6739130434785;0;98637.56;289083.0840007422;416050.9549957493;320413.25;339905.1;415982.575929517
2013-02-18;350745.56;0.0;1661.6739130434785;0;72117.97;266043.1994304317;312900.82835905824;320146.375;324508.34;397373.42417414585
2013-02-19;293637.8;0.0;1535.7608695652175;0;-15162.969;252077.10694421257;234431.42379137588;336534.40625;344933.9;337417.0776660595
2013-02-20;313803.16;0.0;1604.608695652174;0;-5794.7812;244371.1703133736;249851.59522473867;345053.625;363136.12;385943.4544650651
2013-02-21;267711.1;0.0;1483.608695652174;0;-40452.938;343852.29789821466;184994.3805540663;353643.4375;344933.9;302489.70303644537
2013-02-22;285679.88;0.0;1541.608695652174;0;-34489.0;544379.4294295927;204905.78206360567;381256.125;363136.12;337417.0776660595
2013-02-23;412897.34;0.0;1921.5217391304348;0;-72763.16;496807.5861797928;435518.9806996915;429233.53125;490037.28;543756.3273271626
2013-02-24;452726.12;0.0;1828.804347826087;0;53137.22;361405.5821857481;495295.306846955;372112.71875;416064.94;500800.85232379945
2013-02-25;307110.88;0.0;1568.8478260869565;0;-43634.688;322900.32831114286;297189.6964233131;341589.25;364354.34;341377.9630086854
2013-02-26;270425.0;0.0;1493.608695652174;0;-23212.812;326692.8507726716;240680.4672213942;322141.53125;324508.34;326193.4696760948
2013-02-27;288402.0;0.0;1525.4347826086955;0;-25401.156;287360.8031771109;242325.221955902;327922.875;344933.9;337417.0776660595
2013-02-28;278116.28;0.0;1517.7826086956522;0;10405.1875;348048.8520696753;224517.23871578943;323812.375;324508.34;333974.32868260064
2013-03-01;378898.16;0.0;1728.7826086956522;0;93218.28;437398.3638616983;307384.1425306189;352920.4375;324508.34;437104.44445694814
2013-03-02;547857.2;0.0;2143.826086956521;1;134959.84;460876.53659462463;583652.2481789611;400611.5;454284.53;565249.3454814054
2013-03-03;559820.56;0.0;2015.5652173913045;0;107094.44;327575.82563207264;598817.4864540898;384285.96875;475912.0;588115.2883214047
2013-03-04;383647.7;0.0;1719.0869565217392;0;76536.81;267785.34975249105;386188.5718545117;322483.8125;344933.9;431253.7544738772
2013-03-05;332190.0;0.0;1633.3478260869565;0;61765.0;276629.9287094365;325482.73497820017;319200.75;324508.34;382556.5527117202
2013-03-06;335726.6;0.0;1663.4565217391305;0;47324.594;230449.7291933701;326251.1086990682;340467.84375;324508.34;403541.8460568924
2013-03-07;293099.53;0.0;1606.7391304347825;0;14983.25;304769.0617740572;288106.19941684103;370551.03125;324508.34;383594.9611116753
2013-03-08;316600.7;0.0;1700.6739130434785;0;-62297.47;435613.9772561775;322787.74710728973;447318.40625;393653.12;414468.031489517
2013-03-09;453259.5;0.0;2010.0434782608693;0;-94597.69;484889.86634907854;524518.3514344008;514050.71875;551012.5;581708.1285129323
2013-03-10;461859.75;0.0;1876.5652173913045;0;-97960.81;321897.49857562064;567013.4809705402;464262.5;601454.7;514407.5246935189
2013-03-11;318379.12;0.0;1633.9347826086955;0;-65268.562;298860.81185497006;374694.8756965747;368663.5625;393653.12;382556.5527117202
2013-03-12;271823.38;0.0;1507.5217391304348;0;-60366.625;297198.5090836764;295683.4873778589;347428.46875;364354.34;331003.1051163308
2013-03-13;287869.66;0.0;1565.4347826086955;0;-47856.938;256648.30041821263;305656.6826831493;347588.375;364354.34;341377.9630086854
2013-03-14;247541.42;0.0;1465.0652173913045;0;-45558.11;293940.4735512552;247479.552525346;345184.84375;324508.34;277841.19896960014
2013-03-15;315878.1;0.0;1642.0217391304348;0;-722.59375;452517.6641682264;313278.372786513;376465.0;363136.12;382556.5527117202
2013-03-16;482233.44;0.0;1997.8260869565213;0;28973.938;450520.63072388753;531076.9988558431;422541.28125;475912.0;573080.6635158976
2013-03-17;513439.6;0.0;1942.304347826087;0;51579.844;310142.78584085923;602247.0023165417;388875.5;475912.0;546194.0948774326
2013-03-18;330283.8;0.0;1617.7826086956522;0;11904.6875;270234.03792481945;373619.039887281;322789.90625;363136.12;386699.0175777843
2013-03-19;294020.25;0.0;1561.7608695652175;0;22196.875;305905.5364834179;319960.55065302656;310974.28125;324508.34;341377.9630086854
2013-03-20;321207.0;0.0;1611.8478260869565;0;33337.344;348089.4908548627;323492.4873022524;322262.375;324508.34;383594.9611116753
2013-03-21;269130.12;0.0;1503.4130434782608;0;21588.703;333198.6143123625;258753.31212552293;333024.28125;341797.78;340981.57478025364
2013-03-22;304100.47;0.0;1565.0;0;-11777.625;437063.74397008616;274485.3384159092;390497.65625;378187.56;341377.9630086854
2013-03-23;453192.0;0.0;1998.3260869565213;0;-29041.438;439000.58325170906;520525.3857364727;454371.03125;490037.28;573080.6635158976
2013-03-24;449794.62;0.0;1813.891304347826;0;-63644.97;440786.2999606501;536311.9459660857;420591.46875;523449.03;489788.42465065257
2013-03-25;317559.62;0.0;1586.7826086956522;0;-12724.1875;330175.5236417284;344258.9071618912;335244.90625;364354.34;350958.743068292
2013-03-26;275818.25;0.0;1488.4565217391305;0;-18202.0;350726.51505941764;270697.1629644546;325877.09375;324508.34;326193.4696760948
2013-03-27;313691.16;0.0;1609.7608695652175;0;-7515.8438;284044.41501448146;300606.195460848;335156.625;365627.1;383594.9611116753
2013-03-28;339293.28;0.0;1784.8695652173913;0;70163.16;330667.5660918006;348635.8473337138;332452.65625;324508.34;478400.7280757773
2013-03-29;345513.12;0.0;1690.891304347826;0;41412.656;487117.2505349667;299317.0553660839;370630.5;344933.9;414468.031489517
2013-03-30;452661.34;0.0;1969.804347826087;0;-530.65625;508120.4420977156;481092.2152110069;422043.8125;475912.0;549882.9604389566
2013-03-31;462107.62;0.0;1794.8478260869565;0;12313.0;344849.7245441707;499429.0437630084;388059.28125;475912.0;484012.0747071463
2013-04-01;428816.44;0.0;1775.608695652174;1;111256.81;318302.8404384293;421446.1916038409;330465.46875;363136.12;475816.9328876931
2013-04-02;377732.8;0.0;1677.5;0;101914.56;323594.9783187632;316680.5742515543;327108.78125;324508.34;409738.8763529345
2013-04-03;373731.06;0.0;1707.2608695652175;0;60039.906;290936.1015333843;309216.68329188897;353330.71875;344933.9;415228.2163094034
2013-04-04;308738.38;0.0;1569.9347826086955;0;-30554.906;393241.0778150638;230619.9676800447;376057.21875;364354.34;342027.6655545285
2013-04-05;336394.78;0.0;1628.8695652173913;0;-9118.344;450223.6588491638;243767.0790796142;400486.90625;364354.34;382556.5527117202
2013-04-06;509424.22;0.0;2061.826086956521;0;56762.875;537299.0055555546;488783.7015309996;446592.125;475912.0;587214.749124627
2013-04-07;519048.38;0.0;1938.7608695652173;0;56940.75;315331.9329081418;529221.6009388913;435555.53125;478959.78;546194.0948774326
2013-04-08;346649.8;0.0;1633.9347826086955;0;-82166.625;315022.2967980894;306020.1896899296;406176.96875;454284.53;382556.5527117202
2013-04-09;306335.8;0.0;1552.5217391304348;0;-71397.0;304952.1859497249;240289.67498228568;380326.15625;393653.12;341377.9630086854
2013-04-10;312846.38;0.0;1608.4565217391305;0;-60884.688;255695.6316862017;245217.300003712;374421.15625;406637.22;383594.9611116753
2013-04-11;303223.4;0.0;1563.195652173913;0;-5514.9688;293677.4501145155;205917.99278376723;366464.8125;344933.9;341377.9630086854
2013-04-12;314394.97;0.0;1639.195652173913;1;-21999.812;455073.5881569584;258785.0772056764;408447.625;364354.34;386216.5151827788
2013-04-13;453442.5;0.0;2003.608695652174;0;-55981.72;532045.735366008;447511.4747110762;473519.0;509307.3;573080.6635158976
2013-04-14;478417.16;0.0;1887.0217391304348;1;-40631.22;317598.5939283149;523569.1028054375;429550.28125;513880.06;540202.5640012743
2013-04-15;338712.47;0.0;1657.6304347826087;0;-7937.3438;299182.5413183796;302610.91094357346;345760.28125;364354.34;397373.42417414585
2013-04-16;333431.88;0.0;1612.7608695652175;0;27096.062;305019.296899202;254069.4684338307;333544.0625;344933.9;385183.7023866248
2013-04-17;334990.53;0.0;1620.195652173913;0;22144.156;258525.9022476912;241686.4593226328;341199.59375;344933.9;382556.5527117202
2013-04-18;281924.5;0.0;1485.7173913043478;0;-21298.906;295066.5358938752;168533.4572331693;351513.90625;344933.9;321884.74615756935
2013-04-19;311588.72;0.0;1589.5434782608695;0;-2806.25;438259.2542708285;204276.7157735292;381190.3125;378187.56;350958.743068292
2013-04-20;459884.84;0.0;2000.304347826087;0;6442.3438;453688.6708278604;444725.5029677377;435044.28125;475912.0;573080.6635158976
2013-04-21;485721.03;0.0;1900.0217391304348;1;7303.875;371572.1964978151;529541.0326032238;412032.15625;490037.28;543805.2882564043
2013-04-22;328886.3;0.0;1633.8478260869565;0;-9826.156;303223.5485074689;295716.47766276344;349369.75;364354.34;382556.5527117202
2013-04-23;302097.84;0.0;1557.7608695652175;0;-31334.031;490913.67574225005;236466.2240796893;346936.90625;364354.34;341377.9630086854
2013-04-24;310555.2;0.0;1587.0217391304348;0;-24435.344;296796.48314647627;234783.4651769061;345766.53125;364354.34;350958.743068292
2013-04-25;268790.62;0.0;1498.195652173913;0;-13133.875;333872.5867460845;181883.2027512751;342344.09375;324508.34;327194.175714123
2013-04-26;304413.56;0.0;1582.891304347826;0;-7175.1562;510065.4305576624;211485.6506853114;380322.90625;344933.9;349765.6763650288
2013-04-27;446665.34;0.0;1952.717391304348;0;-13219.5;537460.454755559;436830.2645942911;435882.625;475912.0;545731.8847705175
2013-04-28;477623.47;0.0;1886.369565217392;0;-8097.5625;355262.1710832995;506090.37440452666;407365.0;490037.28;547466.7000530657
2013-04-29;328795.88;0.0;1565.4130434782608;1;-90.4375;331165.60932350584;312696.9714038212;335311.625;364354.34;355947.01954130223
2013-04-30;310186.47;0.0;1598.108695652174;0;8088.625;340022.25951117626;268000.65242139605;327202.9375;352600.7;373835.8694129693
2013-05-01;507974.62;0.0;1968.434782608696;1;197419.44;328735.1410740821;436359.51987151074;331628.09375;344933.9;533113.8510876687
2013-05-02;348709.47;0.0;1600.8478260869565;0;79918.84;358162.3191886095;240549.11093045017;335102.0625;324508.34;373835.8694129693
2013-05-03;374291.25;0.0;1667.0652173913045;0;69877.69;655832.153998221;263377.7269080099;376859.5625;344933.9;404079.458862448
2013-05-04;520339.53;0.0;2101.9347826086955;0;73674.19;512510.7601831706;515680.1971663808;435578.625;472593.97;587214.749124627
2013-05-05;580268.56;0.0;2069.826086956521;0;102645.09;378440.7580068098;599248.5500353802;420180.375;490037.28;587214.749124627
2013-05-06;369869.38;0.0;1660.5;0;41073.5;309465.4299810969;339568.24391492154;365381.5;364354.34;397373.42417414585
2013-05-07;317292.97;0.0;1577.4565217391305;0;7106.5;338925.31156130024;278709.8278062041;388455.4375;344933.9;348788.8548814927
2013-05-08;332477.4;0.0;1626.1304347826087;0;-175497.22;295349.4714675169;285804.7653041617;455024.125;503602.75;382556.5527117202
2013-05-09;305868.06;0.0;1596.276595744681;0;-42841.406;326197.21004708955;257405.5359764913;398455.125;364354.34;373835.8694129693
2013-05-10;335937.44;0.0;1708.127659574468;0;-38353.812;442248.2201404439;298267.6766517146;439235.84375;406637.22;415228.2163094034
2013-05-11;512090.6;0.0;2372.0;1;-8248.9375;559711.2404628168;673481.8373083423;501432.03125;513880.06;586662.7407559974
2013-05-12;775721.0;0.0;1910.4255319148936;1;195452.44;342518.4203457466;581966.0314826429;470242.0625;606369.56;544153.2353627563
2013-05-13;350598.06;0.0;1609.042553191489;0;-19271.312;310181.9511545026;334286.70643574005;363194.46875;406466.3;383594.9611116753
2013-05-14;308469.3;0.0;1523.1702127659576;0;-8823.656;310929.1824958613;270995.1077834732;349133.84375;363136.12;337417.0776660595
2013-05-15;329113.56;0.0;1583.0;0;-3363.8438;305730.88255765574;281135.556765372;363430.65625;364354.34;349765.6763650288
2013-05-16;307556.94;0.0;1516.7446808510638;0;1688.875;408919.9658986256;236308.70981162952;379969.09375;344933.9;333974.32868260064
2013-05-17;330004.25;0.0;1589.468085106383;0;-5933.1875;404319.8613713092;259470.9418455372;441288.5;364354.34;350958.743068292
2013-05-18;480969.56;0.0;1956.872340425532;0;-31121.031;481731.4699752726;481756.2268824568;551211.3125;523449.03;544827.9343187241
2013-05-19;518153.56;0.0;1894.276595744681;0;-257567.44;307616.2485063647;549983.5241592657;576249.125;917829.6;551802.9288283931
2013-05-20;341787.22;0.0;1587.5106382978724;0;-8810.844;319648.998929796;328636.8771733331;350800.09375;364354.34;350958.743068292
2013-05-21;307178.4;0.0;1502.148936170213;0;-1290.9062;315275.78713192773;263315.8942989536;340235.90625;344933.9;340981.57478025364
2013-05-22;301785.47;0.0;1526.872340425532;0;-27328.094;334036.8613532119;256965.3220020123;352821.59375;364354.34;337417.0776660595
2013-05-23;289261.06;0.0;1507.2978723404256;0;-18295.875;327893.00037620886;228851.10330352336;361244.59375;344933.9;331003.1051163308
2013-05-24;398389.25;0.0;1679.6808510638298;1;68385.0;509124.2216244606;320988.5940185994;398123.625;364354.34;434681.639229032
2013-05-25;417930.16;0.0;1813.404255319149;0;-63039.406;597479.9216610171;415760.42052731226;457600.71875;490037.28;489788.42465065257
2013-05-26;450631.4;0.0;1741.893617021277;0;-67522.16;390182.91761290206;478514.1400555852;427950.71875;513880.06;448189.627629097
2013-05-27;321630.84;0.0;1534.978723404255;0;-20156.375;360346.3092342282;296029.8146037503;343661.875;364354.34;337417.0776660595
2013-05-28;307329.16;0.0;1527.6808510638298;0;150.75;368090.99698709976;260997.30573847343;333099.28125;344933.9;337417.0776660595
2013-05-29;309333.38;0.0;1573.8297872340424;0;7547.9062;306213.54858148674;262268.29823084525;339496.71875;352600.7;350604.5043717847
2013-05-30;304344.84;0.0;1639.404255319149;0;15083.781;372830.1049974987;267970.30191627215;357196.96875;324508.34;382556.5527117202
2013-05-31;330257.84;0.0;1636.6170212765958;0;-68131.41;459734.0219380917;258013.27056001723;406164.96875;391821.97;382556.5527117202
2013-06-01;566901.8;0.0;2164.68085106383;0;148971.66;555544.913105188;543506.8153541724;407061.5;454284.53;608064.5119080265
2013-06-02;637698.5;0.0;2085.489361702128;0;187067.1;359815.81113153475;603641.6673015502;392192.03125;475912.0;587214.749124627
2013-06-03;426332.1;0.0;1715.914893617021;0;104701.25;300112.35451843427;356116.5369894943;338456.40625;364354.34;433542.2955058794
2013-06-04;369705.16;0.0;1621.5531914893618;0;62376.0;327668.675728118;287152.10330402723;339893.8125;344933.9;382556.5527117202
2013-06-05;361791.1;0.0;1651.1702127659576;0;52457.72;290444.87597906665;283539.9150352697;353366.8125;344933.9;397380.1759505137
2013-06-06;317496.75;0.0;1537.914893617021;0;13151.906;334268.53392119013;218949.34714352945;379665.03125;344933.9;337417.0776660595
2013-06-07;357673.1;0.0;1681.148936170213;0;27415.25;545944.0891756531;270865.9274416397;442104.78125;364354.34;409738.8763529345
2013-06-08;466292.7;0.0;1910.276595744681;0;-100609.125;509561.602005246;438108.1333875208;559927.125;601454.7;550297.3034796993
2013-06-09;526804.75;0.0;1909.595744680851;0;-110893.75;333684.0845729247;533412.4532273946;528299.25;633543.4;551221.6292476625
2013-06-10;349754.28;0.0;1586.085106382979;0;-76577.81;318676.18370786647;308160.41372793325;402288.59375;454284.53;350958.743068292
2013-06-11;283858.22;0.0;1460.340425531915;0;-85846.94;316104.09304158896;230259.05802140484;375221.0625;406466.3;277841.19896960014
2013-06-12;320173.56;0.0;1561.404255319149;0;-41617.53;281413.357427861;259558.43505543933;371237.9375;385831.2;341377.9630086854
2013-06-13;282886.9;0.0;1483.042553191489;0;-34609.844;303920.6529458156;213118.5523132274;370411.4375;363136.12;298246.6160591164
2013-06-14;326956.75;0.0;1626.2553191489362;0;-30716.344;426899.613133081;269014.25947749923;408611.96875;386996.8;382556.5527117202
2013-06-15;505950.66;0.0;2181.723404255319;0;39657.97;552384.2084829377;572530.8684230982;451850.0;490037.28;601555.0072898448
2013-06-16;435894.1;0.0;1868.914893617021;0;-90910.66;320340.6650320254;544965.741985501;431681.40625;513880.06;514407.5246935189
2013-06-17;370944.28;0.0;1622.042553191489;0;21190.0;363090.6343760477;354299.7618733467;342894.1875;364354.34;382556.5527117202
2013-06-18;320885.34;0.0;1557.0;0;37027.125;442283.9188189994;304209.3874790906;325698.625;324508.34;341377.9630086854
2013-06-19;319235.25;0.0;1595.6511627906978;0;-938.3125;310983.6912150781;311003.092234908;343255.5625;363136.12;375556.45822998753
2013-06-20;293877.94;0.0;1489.021276595745;0;10991.031;390695.3301293841;255469.49483304893;349575.65625;324508.34;326193.4696760948
2013-06-21;319722.7;0.0;1568.4468085106382;0;-7234.0625;495317.9436727155;287374.0746534543;395320.96875;364354.34;341377.9630086854
2013-06-22;446347.3;0.0;1886.8297872340424;0;-59603.344;546478.5361318575;496072.865667646;453814.90625;503602.75;547466.7000530657
2013-06-23;504964.84;0.0;1833.021276595745;1;69070.75;451552.0162493006;605050.9580335061;397782.65625;470819.38;507751.4930507251
2013-06-24;336631.97;0.0;1561.7659574468084;0;-34312.312;528054.8228214092;373998.07822878327;359320.5625;406466.3;341377.9630086854
2013-06-25;915358.56;0.0;1501.042553191489;1;594473.25;437080.49843222;355968.76645580743;340179.84375;365627.1;362080.9975786122
2013-06-26;301847.25;0.0;1510.8297872340424;0;-17388.0;424471.7795198968;319377.38262092066;346308.90625;363136.12;331939.26724705985
2013-06-27;266525.47;0.0;1432.7659574468084;0;-27352.469;383322.5290515118;273880.93492141453;357344.40625;324508.34;263731.74887399806
2013-06-28;324210.97;0.0;1578.127659574468;0;4488.2812;542333.643025582;330437.3133322407;401353.5;363136.12;348788.8548814927
2013-06-29;509379.1;0.0;1990.021276595745;0;63031.78;516264.3626197537;574468.6144329448;474690.1875;472593.97;590634.1230288685
2013-06-30;533481.7;0.0;1861.723404255319;0;28516.844;438894.4160965013;619480.2489773043;499074.8125;503602.75;510039.8525145589
2013-07-01;441758.38;0.0;1741.4893617021276;0;105126.41;429214.9044977189;476936.5982094435;484648.4375;364354.34;448189.627629097
2013-07-02;390958.38;0.0;1684.8297872340424;0;-524400.2;389082.2061287869;426079.43564153474;654737.0;834989.75;414468.031489517
2013-07-03;749103.8;0.0;1668.872340425532;1;447256.56;296868.29921790544;436409.3855580174;336421.09375;352600.7;434681.639229032
2013-07-04;327020.2;0.0;1609.872340425532;0;60494.72;295803.1453794322;363733.3371029927;353326.15625;324508.34;383594.9611116753
2013-07-05;351401.5;0.0;1653.404255319149;0;27190.531;452873.9616800524;374670.8630875988;419428.03125;364354.34;397380.1759505137
2013-07-06;479514.5;0.0;1960.255319148936;0;-29864.594;472097.7960412431;571759.4859837075;512231.5625;503602.75;543186.8647020574
2013-07-07;500606.06;0.0;1855.723404255319;0;-32875.625;335667.0628906809;622134.4042038271;504184.84375;516174.9;512687.94664408267
2013-07-08;365453.0;0.0;1684.0;0;-76305.375;416680.3967097667;454560.9032231105;463978.09375;472593.97;415982.575929517
2013-07-09;317279.16;0.0;1587.8478260869565;0;-73679.22;322027.2332365402;383742.3937945261;481824.09375;393653.12;350958.743068292
2013-07-10;314134.88;0.0;1593.891304347826;0;-434968.94;262433.2170443162;368620.776727952;577260.625;682063.5;390734.4772597269
2013-07-11;281750.94;0.0;1492.6521739130435;0;-45269.25;313212.3696969905;306153.4817319862;374074.4375;364354.34;326193.4696760948
2013-07-12;308786.44;0.0;1592.6304347826087;0;-42615.062;401812.52356674464;336995.641638147;407521.5625;402206.25;356913.9358087392
2013-07-13;432569.1;0.0;1914.4130434782608;0;-46945.406;462119.77448623255;537549.4629867645;455728.28125;490037.28;543756.3273271626
2013-07-14;438722.4;0.0;1774.391304347826;0;-61883.656;333030.48270061275;571361.2201830351;425751.125;528662.7;462625.4128249596
2013-07-15;348803.03;0.0;1667.7608695652175;0;-16649.969;414665.14760682895;428460.1402256431;354159.90625;422506.9;407235.19718272286
2013-07-16;335516.22;0.0;1646.8478260869565;0;18237.062;384163.2685750845;386867.00266856287;334694.78125;363136.12;393228.0091702289
2013-07-17;324313.8;0.0;1605.6304347826087;0;10178.9375;284783.56321527;351708.5657196568;334795.46875;344933.9;385943.4544650651
2013-07-18;287074.88;0.0;1508.6739130434785;0;5323.9375;291321.6462051781;290518.4610673859;337528.6875;324508.34;331003.1051163308
2013-07-19;313332.56;0.0;1591.9782608695652;0;4546.125;395771.4654501341;314513.42064976995;370157.5625;344933.9;356913.9358087392
2013-07-20;435497.72;0.0;1905.5;0;2928.625;402598.1616535111;511969.8698818165;416187.65625;454284.53;548313.303703218
2013-07-21;437952.62;0.0;1756.5;0;-769.78125;325941.53749089537;542684.4733146228;395575.25;472593.97;460094.0918567857
2013-07-22;342802.3;0.0;1647.195652173913;0;-6000.7188;302400.79301605007;399483.03277308535;352564.0;364354.34;390251.9180657678
2013-07-23;316257.47;0.0;1601.0869565217392;1;-19258.75;336131.20491541177;379337.0952614734;344973.96875;364354.34;379660.8826304265
2013-07-24;309243.78;0.0;1584.2608695652175;1;-15070.031;313830.6263044041;355167.20132794016;340378.34375;364354.34;359868.00994825445
2013-07-25;298074.22;0.0;1538.2608695652175;1;10999.344;333134.4741342151;315809.8241521634;340360.1875;324508.34;354548.2282087122
2013-07-26;318745.7;0.0;1614.5652173913045;0;5413.125;493849.5655277975;307442.0803278595;371674.21875;344933.9;385888.0767252373
2013-07-27;423890.5;0.0;1883.304347826087;0;-11607.219;481160.9971891788;487868.4725653004;415255.96875;470819.38;542816.2918996703
2013-07-28;433358.66;0.0;1733.2391304347825;0;-4593.9688;465537.5131694889;519197.422220098;391082.96875;472593.97;437104.44445694814
2013-07-29;331493.28;0.0;1585.0217391304348;0;-11309.031;378874.3068535537;361128.07773209136;345025.28125;364354.34;350958.743068292
2013-07-30;318554.0;0.0;1576.3478260869565;0;2296.5312;342796.0344808415;326220.1696341953;335049.03125;363136.12;348788.8548814927
2013-07-31;357982.97;0.0;1655.595744680851;0;48739.188;317066.822661611;341583.9612620459;336221.25;344933.9;397373.42417414585
2013-08-01;397555.3;0.0;1675.3191489361702;0;99481.09;338469.20175525267;329244.58128116955;344559.40625;325792.06;409738.8763529345
2013-08-02;393831.12;0.0;1683.5531914893618;0;75085.44;475570.9426787534;324112.9603718793;371722.25;363136.12;415982.575929517
2013-08-03;516956.84;0.0;1998.4255319148936;0;93066.34;440592.4146499524;523194.6020924989;410833.3125;454284.53;573080.6635158976
2013-08-04;514267.28;0.0;1846.914893617021;0;80908.625;317619.3369322815;553687.6615929394;394019.8125;470819.38;513846.00925507175
