date,sales,onpromotion,oil_price,holiday,diff,Train_Forecast_Sarimax,Train_Forecast_prophet,train_Forecast_LSTM,train_Forecast_XGB,train_Forecast_RF
2013-02-11,278627.588926,0,97.01,1,-65681.12609099998,391256.6332754368,358767.7943718149,347437.28125,364354.34,441500.1625727897
2013-02-12,308800.7909121,0,97.48,1,-12445.04821789998,428987.2178167264,308309.0040632779,320091.21875,364354.34,441500.1625727897
2013-02-13,319597.929962,0,97.03,0,-1940.2471870000008,395204.7565003636,236618.074775031,321868.75,364354.34,412056.798490279
2013-02-14,308164.016957,0,97.3,0,17356.485984000028,382122.83425063465,199270.85386656655,329048.4375,324508.34,412836.77792982047
2013-02-15,320168.883912,0,95.95,0,-27272.906000000017,494387.8795134701,216819.78255142455,363848.90625,364354.34,401318.45061933727
2013-02-16,485660.494008,0,96.07337946512062,0,69484.21493329998,456413.947716331,430430.63072151865,371937.625,454284.53,405653.7423059187
2013-02-17,399588.910014,0,96.32,0,98637.58102100003,394207.09021080186,484276.4744230757,345815.75,339905.1,405653.7423059187
2013-02-18,350745.573191,0,96.56662053487936,0,72117.98426499998,354963.0686123347,304181.1333771786,337107.375,324508.34,412056.798490279
2013-02-19,293637.801951,0,96.69,0,-15162.988961099996,402654.0356610972,257094.30891845096,339766.34375,344933.9,412056.798490279
2013-02-20,313803.162034,0,94.92,0,-5794.767928000016,327680.3334225713,243645.45880297787,326903.96875,363136.12,406140.8164976224
2013-02-21,267711.1090155,0,92.79,0,-40452.907941500016,382557.1933965746,205550.65019365906,335871.71875,344933.9,411012.65582319367
2013-02-22,285679.869131,0,93.12,0,-34489.014780999976,584114.7523982237,230165.56210945093,362890.34375,363136.12,412681.14788246393
2013-02-23,412897.349113,0,93.02497335203368,0,-72763.14489500003,522698.3948391631,446934.4543997735,420463.84375,490037.28,412681.14788246393
2013-02-24,452726.126103,0,92.83502664796634,0,53137.216089,444464.5225644579,503252.41449003655,396452.5625,416064.94,412681.14788246393
2013-02-25,307110.875933,0,92.74,0,-43634.69725799997,385212.2026597646,325501.7668736747,377107.8125,364354.34,408914.9294044723
2013-02-26,270425.0070675,0,92.63,0,-23212.794883500028,432822.5479603089,280610.80275449326,319213.21875,324508.34,408914.9294044723
2013-02-27,288401.998919,0,92.84,0,-25401.163115000003,361717.6047420276,273274.2355678011,302212.8125,344933.9,412681.14788246393
2013-02-28,278116.291888,0,92.03,0,10405.18287249998,413441.6034168889,239567.77152504527,293169.90625,324508.34,416990.5223743365
2013-03-01,378898.165064,0,90.71,0,93218.295933,503746.1439638691,262313.39808717044,333851.34375,324508.34,417201.5247334137
2013-03-02,547857.205258,0,90.5649593267882,1,134959.85614499997,525201.5425898908,536648.0891890768,418860.28125,454284.53,443048.1798379494
2013-03-03,559820.580027,0,90.27504067321178,0,107094.45392400004,385466.2540017109,536349.0525344287,451813.125,475912.0,417201.5247334137
2013-03-04,383647.679097,0,90.13,0,76536.80316399998,351555.9792994067,358380.5438721415,382213.8125,344933.9,417201.5247334137
2013-03-05,332189.993189,0,90.88,0,61764.98612150003,369146.4352760293,314559.65449750633,331748.53125,324508.34,417201.5247334137
2013-03-06,335726.580968,0,90.47,0,47324.58204900002,329060.0530534147,304934.17954358173,322884.84375,324508.34,417201.5247334137
2013-03-07,293099.52701,0,91.53,0,14983.235122000042,357521.1218256734,273348.67446346337,347715.46875,324508.34,425043.6694682629
2013-03-08,316600.679967,0,92.01,0,-62297.485097000026,486722.8300421488,297662.29675628815,418421.875,393653.12,416990.5223743365
2013-03-09,453259.496866,0,92.02500420757364,0,-94597.70839199994,517253.1935690504,513191.2284278271,488923.5,551012.5,416990.5223743365
2013-03-10,461859.756153,0,92.05499579242635,0,-97960.82387400004,402281.9975896446,567656.6320337377,496653.75,601454.7,416990.5223743365
2013-03-11,318379.133021,0,92.07,0,-65268.54607599997,350165.2154104252,387059.30495117255,412566.625,393653.12,416990.5223743365
2013-03-12,271823.37801,0,92.44,0,-60366.615179000015,371772.446575394,339323.50735596713,351659.6875,364354.34,408914.9294044723
2013-03-13,287869.663972,0,92.47,0,-47856.91699599999,331246.38278087333,327205.4721364781,323977.40625,364354.34,408914.9294044723
2013-03-14,247541.420096,0,93.03,0,-45558.10691400003,378324.69428950537,291172.64927184035,317273.625,324508.34,412681.14788246393
2013-03-15,315878.090213,0,93.49,0,-722.5897539999569,498432.1913838125,311910.9409736168,351322.28125,363136.12,412629.5757630195
2013-03-16,482233.433961,0,93.54501542776998,0,28973.937095,511705.16389781,523972.5394363294,422783.84375,475912.0,412629.5757630195
2013-03-17,513439.584913,0,93.65498457223,0,51579.82876,358320.73082536523,575092.5856318298,437938.71875,475912.0,412629.5757630195
2013-03-18,330283.80303,0,93.71,0,11904.670008999994,323327.50619996,391165.7054594885,370332.84375,363136.12,412629.5757630195
2013-03-19,294020.245897,0,92.44,0,22196.86788700003,351721.5564479794,336962.15679752134,310600.09375,324508.34,408914.9294044723
2013-03-20,321207.006946,0,93.21,0,33337.34297399997,318046.4115340263,323199.2589465155,295227.625,324508.34,412681.14788246393
2013-03-21,269130.127953,0,92.46,0,21588.70785700003,385442.7802392272,281736.90993910085,306372.8125,341797.78,408914.9294044723
2013-03-22,304100.453969,0,93.41,0,-11777.636243999994,513853.84287341,300800.6146539609,368106.5,378187.56,412629.5757630195
2013-03-23,453192.003086,0,93.69507994389902,0,-29041.43087500002,510492.3232322412,510946.19866510236,445333.28125,490037.28,412629.5757630195
2013-03-24,449794.636951,0,94.26492005610098,0,-63644.94796199998,415456.2572904766,560880.0392733638,460215.5625,523449.03,411668.2060873385
2013-03-25,317559.6099585,0,94.55,0,-12724.19307149999,346412.820085856,375609.48684580444,369653.71875,364354.34,408204.7818764548
2013-03-26,275818.2359,0,95.99,0,-18202.009996999983,417360.475491397,325194.35464403837,324600.5625,324508.34,401318.45061933727
2013-03-27,313691.148998,0,96.53,0,-7515.857947999961,391825.9057328526,309775.70589606056,310526.84375,365627.1,412056.798490279
2013-03-28,339293.269022,0,97.24,0,70163.141069,396944.3853952794,270238.1219860234,308236.1875,324508.34,412836.77792982047
2013-03-29,345513.132,0,97.21665793903122,0,41412.67803099996,498557.0431998967,286750.4741947405,368567.3125,344933.9,412836.77792982047
2013-03-30,452661.356036,0,97.17,0,-530.6470499999705,530722.5341179355,495851.07684681565,434305.5625,475912.0,412836.77792982047
2013-03-31,462107.639956,0,97.12334206096877,0,12313.003005000006,419406.2803630691,544419.6757325787,427840.78125,475912.0,412836.77792982047
2013-04-01,428816.447912,0,97.1,1,111256.83795349998,376681.25388624886,415394.78045865375,361921.75,363136.12,441500.1625727897
2013-04-02,377732.827961,0,97.23,0,101914.59206099994,374153.2033778942,305869.65814211906,346706.6875,324508.34,412836.77792982047
2013-04-03,373731.0758793,0,95.02,0,60039.9268813,327999.0760995386,285495.27520465007,360002.28125,344933.9,406140.8164976224
2013-04-04,308738.385963,0,93.26,0,-30554.88305900001,444032.362299581,241692.40394686948,376502.0625,364354.34,419311.8601141394
2013-04-05,336394.782031,0,92.76,0,-9118.349968999972,487533.93985596986,257950.37374858547,386192.875,364354.34,408914.9294044723
2013-04-06,509424.214023,0,92.91004207573631,0,56762.85798699997,579641.3521253899,468211.98866249423,437310.78125,475912.0,412681.14788246393
2013-04-07,519048.376884,0,93.20995792426368,0,56940.736928,341967.9392988508,518317.5672233334,479197.09375,478959.78,412681.14788246393
2013-04-08,346649.815943,0,93.36,0,-82166.63196899998,356961.94081598194,333763.5847727454,467939.4375,454284.53,412629.5757630195
2013-04-09,306335.8019617,0,94.18,0,-71397.02599929995,378332.2965152788,283364.97395924025,396408.75,393653.12,412629.5757630195
2013-04-10,312846.374941,0,94.59,0,-60884.7009383,359545.26308502274,269131.7022403547,358812.21875,406637.22,407349.642784247
2013-04-11,303223.41301,0,93.44,0,-5514.9729529999895,337785.04315740603,227587.55252081502,342557.5625,344933.9,412629.5757630195
2013-04-12,314394.967035,0,91.23,1,-21999.81499600003,499195.1992155271,298409.3572160695,391276.875,364354.34,443048.1798379494
2013-04-13,453442.497048,0,90.60982608695652,0,-55981.71697499999,557472.8147955133,451509.30399398424,464096.34375,509307.3,417201.5247334137
2013-04-14,478417.148813,0,89.37017391304349,1,-40631.22807100002,365794.3337440464,556578.9181380288,468293.21875,513880.06,443048.1798379494
2013-04-15,338712.458055,0,88.75,0,-7937.357888000028,342686.9362164466,314933.92839756067,388569.53125,364354.34,409622.7759180532
2013-04-16,333431.880049,0,88.73,0,27096.078087300004,354430.3076476421,264144.13564240036,339482.875,344933.9,409622.7759180532
2013-04-17,334990.518942,0,86.65,0,22144.14400099998,313372.1020565735,246344.14859879654,330796.3125,344933.9,340202.94736198575
2013-04-18,281924.509951,0,87.83,0,-21298.90305900004,328877.7349980413,210683.30729251963,338093.53125,344933.9,354014.9801778077
2013-04-19,311588.70494,0,88.04,0,-2806.2620949999546,488345.7686724008,230816.99763382072,363459.6875,378187.56,383616.67547276214
2013-04-20,459884.838043,0,88.23255399719496,0,6442.340995000035,468044.0879164863,443735.69939937326,428320.40625,475912.0,396561.96889794193
2013-04-21,485721.032087,0,88.61744600280505,1,7303.883274000022,433774.9242678888,553460.3065419048,449910.5625,490037.28,429955.5196148853
2013-04-22,328886.320986,0,88.81,0,-9826.13706899999,313719.86206638115,314931.22507979383,395220.125,364354.34,409622.7759180532
2013-04-23,302097.8329435,0,89.21,0,-31334.04710550001,422703.2833374127,266528.7381110244,355648.3125,364354.34,409622.7759180532
2013-04-24,310555.184925,0,91.07,0,-24435.334016999983,353532.7421711886,258010.23474330895,328783.53125,364354.34,417201.5247334137
2013-04-25,268790.618996,0,93.27,0,-13133.89095500001,389893.525606422,225947.404772757,318927.84375,324508.34,419311.8601141394
2013-04-26,304413.556952,0,92.63,0,-7175.147988000012,526151.1505380383,246026.54508756436,358828.0625,344933.9,408914.9294044723
2013-04-27,446665.337895,0,92.99510238429173,0,-13219.50014800002,511376.4046415222,460860.266159723,429705.5625,475912.0,412681.14788246393
2013-04-28,477623.4729303,0,93.72489761570829,0,-8097.559156700037,407742.4483154909,515990.68172371085,445207.6875,490037.28,412629.5757630195
2013-04-29,328795.874018,0,94.09,1,-90.44696800003294,377449.3905981146,392843.9993972014,375939.34375,364354.34,438451.3777141066
2013-04-30,310186.466894,0,93.22,0,8088.633950499992,408175.26616643113,286516.66210570704,330921.0625,352600.7,412681.14788246393
2013-05-01,507974.636889,0,90.74,1,197419.451964,324890.35379327915,327542.27056852035,314007.625,344933.9,443048.1798379494
2013-05-02,348709.460063,0,93.7,0,79918.841067,357493.3476337893,241215.97518408313,356306.59375,324508.34,412629.5757630195
2013-05-03,374291.2510323,0,95.25,0,69877.69408029999,573794.1413353547,266423.0269224461,386794.53125,344933.9,406751.7764562431
2013-05-04,520339.515965,0,95.38753856942496,0,73674.17806999997,587714.7952921664,481445.11044022546,445956.1875,472593.97,401366.2179488814
2013-05-05,580268.550981,0,95.66246143057502,0,102645.07805069996,454184.6258412339,536071.028109196,466418.25,490037.28,403147.0146048346
2013-05-06,369869.383046,0,95.8,0,41073.509028,369563.5332339038,355794.77177249425,429096.84375,364354.34,403147.0146048346
2013-05-07,317292.964148,0,95.28,0,7106.497253999987,404295.3016312409,306766.0788564405,407149.25,344933.9,401366.2179488814
2013-05-08,332477.410968,0,96.24,0,-175497.225921,290080.9371918076,297221.64519910206,435184.4375,503602.75,405653.7423059187
2013-05-09,305868.0570225,0,96.09,0,-42841.40304049995,374211.8865985295,260827.3738107379,375787.3125,364354.34,405653.7423059187
2013-05-10,335937.441949,0,95.81,0,-38353.8090833,495225.5055260136,281354.16477521235,415417.46875,406637.22,403147.0146048346
2013-05-11,512090.58108,0,95.63493454273424,1,-8248.934884999995,595486.4640734588,551145.1709984354,486836.46875,513880.06,453965.9809991778
2013-05-12,775721.010029,0,95.11003272863287,1,195452.45904800005,352241.9457110192,602499.2393715552,519550.1875,606369.56,477599.6127500055
2013-05-13,350598.06187,0,94.76,0,-19271.321176,333332.9633994117,362490.69845161634,484418.1875,406466.3,406140.8164976224
2013-05-14,308469.313119,0,93.96,0,-8823.651029,359282.2172038788,310685.4857235256,379095.4375,363136.12,412629.5757630195
2013-05-15,329113.560081,0,93.95,0,-3363.850887000037,333993.2979226395,296808.07291704096,341507.6875,364354.34,412629.5757630195
2013-05-16,307556.946937,0,94.85,0,1688.889914499945,403382.171631236,259852.8170402234,345266.875,344933.9,406140.8164976224
2013-05-17,330004.241998,0,95.72,0,-5933.199950999988,499309.6025302034,279892.3300485002,406948.96875,364354.34,403147.0146048346
2013-05-18,480969.558942,0,95.86253997194952,0,-31121.022138,541846.1023523267,490706.89250404364,515541.28125,523449.03,403147.0146048346
2013-05-19,518153.554009,0,96.14746002805047,0,-257567.45602,322187.416482753,540828.1201191158,592768.3125,917829.6,405653.7423059187
2013-05-20,341787.214991,0,96.29,0,-8810.84687899996,312557.44408216095,355810.0163862333,404868.5625,364354.34,405653.7423059187
2013-05-21,307178.399952,0,95.55,0,-1290.9131669999915,358089.3896926503,301461.2848767205,349655.15625,344933.9,401366.2179488814
2013-05-22,301785.4831075,0,93.98,0,-27328.076973499963,321343.09115962574,282046.1720088079,336019.0,364354.34,412629.5757630195
2013-05-23,289261.058026,0,94.12,0,-18295.888910999987,360160.8535597412,241338.71490990245,335972.78125,344933.9,412629.5757630195
2013-05-24,398389.241982,0,93.84,1,68384.999984,480127.3921011784,313941.74865646416,378164.71875,364354.34,438451.3777141066
2013-05-25,417930.141993,0,93.975050495605,0,-63039.41694899998,579458.7484313353,466287.792694125,472125.78125,490037.28,412629.5757630195
2013-05-26,450631.400068,0,94.245,0,-67522.153941,425406.2915839267,515098.9512914758,464040.3125,513880.06,411668.2060873385
2013-05-27,321630.8309235,0,94.514949504395,0,-20156.38406750001,408054.02766484907,329463.6968218613,376732.40625,364354.34,408204.7818764548
2013-05-28,307329.1680565,0,94.65,0,150.76810450002085,382800.2139076557,276401.7142855559,330291.875,344933.9,407349.642784247
2013-05-29,309333.380899,0,93.13,0,7547.89779149997,346352.77855712106,257130.26314883662,320445.15625,352600.7,412681.14788246393
2013-05-30,304344.849939,0,93.57,0,15083.791912999994,365665.89902961935,217532.0566364171,339521.90625,324508.34,412629.5757630195
2013-05-31,330257.841975,0,91.93,0,-68131.40000700002,534452.321510562,231688.68352823175,397133.65625,391821.97,418119.10294040566
2013-06-01,566901.814988,0,92.30010378681628,0,148971.67299499997,572707.4020791851,442762.18133377447,411599.8125,454284.53,422092.5235613508
2013-06-02,637698.494958,0,93.03989621318374,0,187067.09489,380346.67226850986,494412.535706585,458561.90625,475912.0,412681.14788246393
2013-06-03,426332.097995,0,93.41,0,104701.2670715,335090.6205050413,311315.2344229597,422802.0625,364354.34,412629.5757630195
2013-06-04,369705.160085,0,93.36,0,62375.99202849995,344678.01142579457,260615.23881045548,375434.6875,344933.9,412629.5757630195
2013-06-05,361791.080915,0,93.66,0,52457.70001600002,316291.538545254,247949.4633771967,349363.90625,344933.9,412629.5757630195
2013-06-06,317496.765891,0,94.71,0,13151.91595200001,339347.1022625561,212872.3067867762,360538.25,344933.9,406140.8164976224
2013-06-07,357673.087977,0,96.11,0,27415.246002,495322.6777887064,236503.85913125315,412481.53125,364354.34,405653.7423059187
2013-06-08,466292.699096,0,96.03747966339412,0,-100609.11589199996,561924.9189713267,450403.50398996077,523644.59375,601454.7,410668.0540548031
2013-06-09,526804.730256,0,95.89252033660588,0,-110893.76470200007,333303.4069988581,504091.4263866699,547391.25,633543.4,403147.0146048346
2013-06-10,349754.291978,0,95.82,0,-76577.806017,329053.0161015996,323894.80210420105,462813.53125,454284.53,403147.0146048346
2013-06-11,283858.2159925,0,95.5,0,-85846.94409249997,337926.7928711464,276359.1997601876,391507.34375,406466.3,401366.2179488814
2013-06-12,320173.5779987,0,95.98,0,-41617.50291629997,346971.1563393698,267590.52218071563,351238.5,385831.2,401318.45061933727
2013-06-13,282886.9200452,0,96.66,0,-34609.84584580001,351037.3209567617,235123.32931601425,348610.1875,363136.12,412056.798490279
2013-06-14,326956.7421072,0,97.83,0,-30716.345869800018,504752.0036369527,261359.65181115596,387950.71875,386996.8,421994.2071428597
2013-06-15,505950.6668701,0,97.8375021037868,0,39657.96777410002,573602.5406887757,478132.6932074439,448811.8125,490037.28,427922.6125852142
2013-06-16,435894.082881,0,97.85249789621318,0,-90910.64737499994,346700.67494276195,534463.5199048332,485634.59375,513880.06,427922.6125852142
2013-06-17,370944.271024,0,97.86,0,21189.979046,384849.4614650999,356325.9649726609,379296.65625,364354.34,427922.6125852142
2013-06-18,320885.3399215,0,98.46,0,37027.123929,579610.9504540584,312028.4619901177,332470.875,324508.34,536075.9482233949
2013-06-19,319235.25797700003,0,98.24,0,-938.3200216999976,361011.94111002114,302856.3956940254,330295.71875,363136.12,453243.028416081
2013-06-20,293877.944015,0,94.89,0,10991.023969800037,393969.57720658334,262997.69400927325,330200.375,324508.34,406140.8164976224
2013-06-21,319722.6870265,0,93.81,0,-7234.055080699967,394250.2688881781,284823.6439816784,379476.5625,364354.34,412629.5757630195
2013-06-22,446347.312096,0,94.12508835904627,0,-59603.35477410001,574309.0683065531,501695.4357757531,448252.21875,503602.75,412629.5757630195
2013-06-23,504964.845142,0,94.75491164095372,1,69070.762261,395371.979482226,615061.5214635868,432633.75,470819.38,453196.8152611887
2013-06-24,336631.9640383,0,95.07,0,-34312.30698570004,553534.1557398243,379339.2651001742,411663.375,406466.3,410186.3583078128
2013-06-25,915358.590192,0,95.25,1,594473.2502705001,371600.7371059852,389241.53636691184,349579.875,365627.1,465621.0281992011
2013-06-26,301847.2489636,0,95.47,0,-17388.009013400006,440820.40142848575,322013.23123323364,474073.5625,363136.12,401366.2179488814
2013-06-27,266525.458966,0,97.0,0,-27352.48504900001,365305.9035408899,289268.42729674064,374047.4375,324508.34,412056.798490279
2013-06-28,324210.971803,0,96.36,0,4488.284776500019,598262.5776649624,309316.4913708665,362349.46875,363136.12,407417.2034751762
2013-06-29,509379.108146,0,96.755110799439,0,63031.79605,451995.937825074,523539.4711120919,425527.9375,472593.97,412056.798490279
2013-06-30,533481.693027,0,97.544889200561,0,28516.847884999937,422127.2771743479,577510.5416157997,508147.40625,503602.75,417226.2380885497
2013-07-01,441758.3880965,0,97.94,0,105126.42405820003,432284.9417376719,395786.3823515094,537283.6875,364354.34,428912.2805947648
2013-07-02,390958.38408,0,99.65,0,-524400.206112,399347.7281134538,348940.4576132634,641249.125,834989.75,497140.66986710415
2013-07-03,749103.835898,0,101.92,1,447256.5869344,266367.8621812827,396441.8836393968,340432.46875,352600.7,514265.86237097834
2013-07-04,327020.179028,0,102.505,0,60494.72006199998,313120.9359950054,302322.8089908697,434959.78125,324508.34,438577.3683437903
2013-07-05,351401.500074,0,103.09,0,27190.52827099996,468508.6024816489,322200.3857819177,425773.84375,364354.34,420465.3117916917
2013-07-06,479514.493924,0,103.07499579242636,0,-29864.614222000004,513917.8460653468,533276.6907347739,480024.375,503602.75,426056.6916241789
2013-07-07,500606.073078,0,103.04500420757364,0,-32875.61994899996,331371.51056970825,583547.23817077,504136.34375,516174.9,432968.1919918517
2013-07-08,365452.995017,0,103.03,0,-76305.3930795,377880.3615535626,399190.1541974773,491921.875,472593.97,432968.1919918517
2013-07-09,317279.1449993,0,103.46,0,-73679.23908069998,365591.3350293014,348296.86456835933,482410.03125,393653.12,420339.5538976208
2013-07-10,314134.886071,0,106.41,0,-434968.949827,275112.2719131149,339066.2674838757,531678.375,682063.5,386391.6849517376
2013-07-11,281750.931023,0,104.77,0,-45269.248005,324035.23528502753,296424.59046603914,353887.0,364354.34,387182.0684514782
2013-07-12,308786.438133,0,105.85,0,-42615.06194099999,473604.2108976755,316562.2019614035,385555.09375,402206.25,381911.3971440669
2013-07-13,432569.1022205,0,105.93752454417952,0,-46945.391703500005,483593.6939615404,527385.8817081393,445194.75,490037.28,381911.3971440669
2013-07-14,438722.417857,0,106.11247545582049,0,-61883.655220999965,350511.812484453,577830.4508229189,458363.1875,528662.7,386391.6849517376
2013-07-15,348803.0469486,0,106.2,0,-16649.94806840003,436296.4989311224,393642.69528489746,390045.125,422506.9,386391.6849517376
2013-07-16,335516.229006,0,105.88,0,18237.084006699966,386994.4209869739,341414.5789253291,342346.59375,363136.12,381911.3971440669
2013-07-17,324313.8180255,0,106.39,0,10178.931954499974,312695.66091164306,327672.160852026,326223.84375,344933.9,386391.6849517376
2013-07-18,287074.8739522,0,107.94,0,5323.942929200013,292640.0539089088,291581.5579340042,321699.96875,324508.34,389565.26706663944
2013-07-19,313332.555049,0,108.0,0,4546.116916000028,472137.6913687177,310095.9229250051,354081.53125,344933.9,389565.26706663944
2013-07-20,435497.731013,0,107.6524025245442,0,2928.628792500007,474940.635602556,520437.11712159874,411969.6875,454284.53,390439.1863011133
2013-07-21,437952.624049,0,106.9575974754558,0,-769.7938080000458,350331.38819514174,569514.6991522172,426791.65625,472593.97,391481.5192355728
2013-07-22,342802.29905,0,106.61,0,-6000.747898600006,339014.67282356275,384739.0860353387,386879.46875,364354.34,387789.4226378094
2013-07-23,316257.463107,0,107.13,1,-19258.76589899999,327014.3064950702,391111.1952897421,353612.3125,364354.34,391924.7317878227
2013-07-24,309243.7899995,0,105.41,1,-15070.028026000016,290534.85619412566,373067.12984749855,328306.8125,364354.34,391538.09834997746
2013-07-25,298074.2249247,0,105.47,1,10999.35097249999,392089.3281965028,333988.3072882879,320632.96875,324508.34,391538.09834997746
2013-07-26,318745.692921,0,104.76,0,5413.137871999992,512977.3963829015,293986.3810393924,358256.1875,344933.9,387182.0684514782
2013-07-27,423890.5020012,0,104.72248948106592,0,-11607.229011800024,520020.6609592479,504579.6039054359,415062.4375,470819.38,407170.6824036948
2013-07-28,433358.6520873,0,104.64751051893408,0,-4593.97196169995,444681.6630895279,554387.7108383988,421232.40625,472593.97,415248.36980926985
2013-07-29,331493.2850525,0,104.61,0,-11309.013997499947,371978.0265372825,369629.3410161039,375625.96875,364354.34,412785.99656111805
2013-07-30,318553.989932,0,103.14,0,2296.526825000008,374919.5970795258,314650.0226412426,337589.0,363136.12,420465.3117916917
2013-07-31,357982.979012,0,105.1,0,48739.18901250005,345848.5238562601,303056.95691810735,323078.25,344933.9,384955.57641735306
2013-08-01,397555.3181021,0,107.93,0,99481.0931774,365694.8364817861,268633.8693944776,338041.65625,325792.06,390439.1863011133
2013-08-02,393831.120007,0,106.94,0,75085.42708599998,543290.3307377824,284153.19353247073,385880.71875,363136.12,390497.82316673273
2013-08-03,516956.846013,0,106.85747685834502,0,93066.3440118,453350.2609011721,493991.6694824715,434436.0625,454284.53,388544.9334282908
2013-08-04,514267.27594,0,106.69252314165496,0,80908.6238527,337060.807425038,543062.8341515822,446600.53125,470819.38,387789.4226378094
2013-08-05,407033.810946,0,106.61,1,75540.52589349996,342923.21476278943,414600.66642874386,404125.90625,364354.34,393416.25555599056
2013-08-06,357263.854086,0,105.32,0,38709.86415400001,357540.6008478632,302955.46906218975,385142.6875,363136.12,384955.57641735306
2013-08-07,351302.132003,0,104.41,0,-6680.847009000019,367602.1789678079,285773.05128287384,391565.0,385831.2,412785.99656111805
2013-08-08,310953.0239315,0,103.45,0,-86602.29417060001,314368.5267738872,244230.98510416824,410116.5,391821.97,420339.5538976208
