date,sales,cluster,Test_Forecast,Test Forecast,test_Forecast_prophet_online
2016-02-28,88211.854994,Cluster 0,187455.18084485133,107685.96747687543,96356.7157869772
2016-02-29,61049.412005,Cluster 0,198918.13724998635,118029.04021001124,69693.63349751725
2016-03-01,80313.450995,Cluster 0,221184.641828497,99660.8891452408,72239.67110972221
2016-03-02,72990.075018,Cluster 0,230527.4677698846,115650.33263506816,69681.64272864399
2016-03-03,60161.294004,Cluster 0,203953.3309261397,105569.80719413314,68044.42001601434
2016-03-04,56738.219972,Cluster 0,326074.782711582,102601.19713118134,57228.15627090682
2016-03-05,84215.50398,Cluster 0,228920.16958408093,97072.86117403692,77156.45521560953
2016-03-06,97170.069,Cluster 0,232013.89731738676,110549.76936431287,90471.43522731875
2016-03-07,59171.298983,Cluster 0,202577.0857912419,121375.67425361546,62452.1422064182
2016-03-08,52534.6659,Cluster 0,198111.85464730035,102196.6365453435,64041.40158436246
2016-03-09,55513.206,Cluster 0,188829.9206928682,119940.11846736004,60494.9715620408
2016-03-10,46822.872986,Cluster 0,198683.74660545416,107766.34109973384,58023.45196058684
2016-03-11,49603.7159983,Cluster 0,208837.22238070343,105622.7796415393,47836.95110054503
2016-03-12,72815.974016,Cluster 0,220300.1787858384,99392.69015375237,67139.19339933431
2016-03-13,85232.56501,Cluster 0,242566.68336434904,112259.1535180505,79724.92768604319
2016-03-14,51851.703012,Cluster 0,251909.50930573663,122234.53921900746,50511.38990951306
2016-03-15,56609.45599,Cluster 0,225335.37246199173,104525.07416327651,51509.37317933792
2016-03-16,56774.28698,Cluster 0,347456.824247434,120069.75288058634,47220.45403559691
2016-03-17,48356.046985,Cluster 0,250302.2111199329,110148.46232983295,44117.71175849839
2016-03-18,49339.232004,Cluster 0,253395.93885323877,107403.63070062222,47285.49895517232
2016-03-19,72451.332898,Cluster 0,223959.1273270939,102017.37794738352,67604.504897003
2016-03-20,85381.474996,Cluster 0,219493.8961831524,114863.08624573587,81098.3084987917
2016-03-21,53846.59601,Cluster 0,210211.9622287202,125137.75827861649,52329.08467808477
2016-03-22,53265.642997,Cluster 0,220065.7881413061,106930.7134158538,54075.550009164464
2016-03-23,52893.762984,Cluster 0,230219.26391655547,123671.97454680956,50734.58804594089
2016-03-24,52102.9269905,Cluster 0,241682.22032169043,112277.102414743,48274.57175483435
2016-03-25,52427.224002,Cluster 0,263948.724900201,110148.23970294037,44319.74538185969
2016-03-26,63392.0419785,Cluster 0,273291.55084158864,104278.8596261826,64913.42812417072
2016-03-27,72080.589024,Cluster 0,246717.41399784372,116611.68161486097,78513.47299063699
2016-03-28,51200.120001,Cluster 0,368838.865783286,126212.03452157398,49772.13713142561
2016-03-29,49374.238978,Cluster 0,271684.25265578495,109172.5125419157,51517.72176449464
2016-03-30,50764.138004,Cluster 0,274777.9803890907,124222.37971640262,48196.03402958791
2016-03-31,51634.163992,Cluster 0,245341.1688629459,114529.79109525896,45707.943283598375
2016-04-01,68644.638024,Cluster 0,240875.93771900437,111973.84470001567,62435.771790874656
2016-04-02,98829.139976,Cluster 0,231594.00376457215,106750.63797791628,84421.17615680957
2016-04-03,116991.480029,Cluster 0,241447.8296771581,119003.17211356746,99017.99808745664
2016-04-04,66134.10900899999,Cluster 0,251601.30545240745,128770.98630222311,70148.89965911623
2016-04-05,60414.007,Cluster 0,263064.26185754244,111458.74834501708,72225.57631547
2016-04-06,59335.027,Cluster 0,285330.76643605303,127301.42205087189,69151.14674050343
2016-04-07,49749.2861,Cluster 0,294673.59237744065,116585.78841462516,66638.79723455975
2016-04-08,48376.97701,Cluster 0,268099.45553369576,114492.39217423068,50739.612788687926
2016-04-09,74945.65303,Cluster 0,390220.907319138,108944.57704703558,71455.17406807005
2016-04-10,85716.134929,Cluster 0,293066.29419163696,120758.47972595364,84643.31464318087
2016-04-11,50471.121995,Cluster 0,296160.02192494273,129983.10395492168,53954.77127775224
2016-04-12,52123.2021095,Cluster 0,266723.2103987979,113613.464600204,54711.89617692988
2016-04-13,50880.111922,Cluster 0,262257.9792548564,128139.3973773825,50290.65312729144
2016-04-14,45503.25701,Cluster 0,252976.0453004242,118721.35587172477,46658.07253067719
2016-04-15,51939.260964,Cluster 0,262829.8712130101,116327.67197311755,135221.36438579587
2016-04-16,66173.7021,Cluster 0,272983.3469882594,111280.23304288228,161283.6617291869
2016-04-17,114120.651002,Cluster 0,284446.3033933944,122973.1895445252,180234.55215721796
2016-04-18,116712.4510029,Cluster 0,306712.807971905,132271.1585580252,154488.0192280381
2016-04-19,114296.015092,Cluster 0,316055.6339132926,115789.1916844633,159447.8787866287
2016-04-20,104791.622034,Cluster 0,289481.4970695477,130816.3430755232,159224.1108829947
2016-04-21,374742.308,Cluster 0,411602.94885499,120702.25097348198,163878.32136547717
2016-04-22,81720.63301,Cluster 0,314448.3357274889,118658.41640009588,82903.13905772385
2016-04-23,97856.488002,Cluster 0,317542.0634607947,113401.002056032,103465.46363460232
2016-04-24,98092.68201,Cluster 0,288105.25193464983,124712.41589035446,117032.20250749822
2016-04-25,61777.917,Cluster 0,283640.0207907083,133565.27150481322,85971.18420966806
2016-04-26,58638.8369003,Cluster 0,274358.08683627617,117857.54503621596,86423.65995306104
2016-04-27,57082.165009,Cluster 0,284211.9127488621,131845.3892810565,81515.08479492628
2016-04-28,52296.853003,Cluster 0,294365.3885241114,122730.68782891452,82679.61497752274
2016-04-29,61467.548977,Cluster 0,305828.3449292464,120478.73911173768,77592.19428336933
2016-04-30,102518.80797,Cluster 0,328094.849507757,115613.87936345716,98746.17488246014
2016-05-01,258457.99,Cluster 0,337437.6754491446,126777.3615311094,114999.13920745146
2016-05-02,79784.62102,Cluster 0,310863.5386053997,135636.91436023737,80796.85487907425
2016-05-03,79685.1869878,Cluster 0,432984.990390842,119930.287854176,81307.80554389743
2016-05-04,76158.56002,Cluster 0,335830.3772633409,134209.62353763162,76581.35287440749
2016-05-05,65789.8370055,Cluster 0,338924.1049966467,124635.65053138245,77690.37748767316
2016-05-06,66000.532994,Cluster 0,309487.29347050184,122650.64247339804,99058.95987266734
2016-05-07,206323.144002,Cluster 0,305022.0623265603,117658.41110923012,124494.79215317853
2016-05-08,171290.36210199998,Cluster 0,295740.1283721282,128484.76615250426,141854.70296646812
2016-05-09,74962.00901,Cluster 0,305593.9542847141,136973.02047091143,107559.55074252193
2016-05-10,80049.212995,Cluster 0,315747.43005996343,121913.80353097488,109691.52350466949
2016-05-11,64006.453989,Cluster 0,327210.3864650984,135360.03449937797,106196.39874521217
2016-05-12,160866.29004,Cluster 0,349476.891043609,126565.20719722302,110305.47822851698
2016-05-13,56430.9379705,Cluster 0,358819.71698499663,124438.9694621628,63867.74769802579
2016-05-14,84967.594996,Cluster 0,332245.58014125173,119759.28882187846,87695.4617075874
2016-05-15,113453.09592,Cluster 0,454367.031926694,130420.60223267086,103669.5076555324
2016-05-16,75890.49101,Cluster 0,357212.41879919294,138868.8934066467,67564.13458890855
2016-05-17,66530.543995,Cluster 0,360306.1465324987,123890.0397793942,68190.99084204907
2016-05-18,58144.863,Cluster 0,330869.33500635385,137477.73079742322,63135.17166648324
2016-05-19,58513.33603,Cluster 0,326404.10386241233,128394.55586758336,66290.07697709961
2016-05-20,61343.31003,Cluster 0,317122.1699079802,126474.15352123168,44493.134418327405
2016-05-21,85186.616,Cluster 0,326975.99582056614,121726.34177775103,68271.9900732395
2016-05-22,113816.035,Cluster 0,337129.47159581544,132085.56044280203,84395.9276056309
2016-05-23,62444.38,Cluster 0,348592.42800095043,140218.53756893874,47414.651484285816
2016-05-24,59808.647001,Cluster 0,370858.932579461,125790.78777037692,47889.727196548505
2016-05-25,56833.66902,Cluster 0,380201.75852084864,138699.35148999916,42594.79157143152
2016-05-26,51475.035017,Cluster 0,353627.62167710374,130232.16885763008,45647.33829599394
2016-05-27,78238.426012,Cluster 0,475749.073462546,128218.95484122889,68148.39921664324
2016-05-28,78710.28,Cluster 0,378594.46033504495,123724.07900428992,94416.25648454616
2016-05-29,101588.168,Cluster 0,381688.1880683507,133908.25072177537,113344.14173882506
2016-05-30,67584.60997,Cluster 0,352251.37654220586,141969.1259263596,78940.97868753578
2016-05-31,101682.576895,Cluster 0,347786.14539826434,127676.18689285102,82354.95416185826
2016-06-01,77180.03689,Cluster 0,338504.2114438322,140619.6771516691,79349.36206142817
2016-06-02,90033.083,Cluster 0,348358.0373564181,131987.02083550507,84510.14789817164
2016-06-03,67113.09097,Cluster 0,358511.51313166745,130134.49882446762,72244.73532009099
2016-06-04,103756.732005,Cluster 0,369974.4695368024,125613.70234464794,99059.83124500736
2016-06-05,120941.11799,Cluster 0,392240.974115313,135523.83906600717,118049.00475617783
2016-06-06,68360.45899300001,Cluster 0,401583.8000567007,143312.26017425346,83084.72220081993
2016-06-07,62846.088995,Cluster 0,375009.66321295575,129496.5934329536,86295.78292621022
2016-06-08,63283.595,Cluster 0,497131.114998398,141876.61068114222,82912.05629557741
2016-06-09,51765.102022,Cluster 0,399976.50187089696,133738.62627032126,87641.03043266518
2016-06-10,54071.722003,Cluster 0,403070.22960420273,131828.23109242614,63682.53563868745
2016-06-11,79442.801001,Cluster 0,373633.4180780579,127515.71144409211,89349.16801977175
2016-06-12,98217.120014,Cluster 0,369168.1869341164,137245.87986659264,107012.4189095414
2016-06-13,76147.964985,Cluster 0,359886.2529796842,144940.5899880937,70725.9190476163
2016-06-14,60600.7039935,Cluster 0,369740.07889227016,131296.19287837882,72197.64480953367
2016-06-15,64916.700014,Cluster 0,379893.55466751946,143636.26528455713,67443.89381272378
2016-06-16,61120.565,Cluster 0,391356.51107265445,135420.64408779913,70947.73228884314
2016-06-17,95690.447014,Cluster 0,413623.015651165,133637.48779566397,54280.34099071352
2016-06-18,90849.728018,Cluster 0,422965.8415925527,129328.8558510806,78030.74722571162
2016-06-19,92458.909996,Cluster 0,396391.70474880777,138807.84367665538,94188.77848244044
2016-06-20,67836.46288,Cluster 0,518513.15653425,146263.27950150284,56323.639826849394
2016-06-21,66473.52399,Cluster 0,421358.54340674897,133038.9044762772,56500.481431294815
2016-06-22,59229.746007,Cluster 0,424452.27114005474,144903.00481303644,50361.97951599577
2016-06-23,52880.39103,Cluster 0,395015.4596139099,137091.40864743915,52764.99485861863
2016-06-24,61157.086968,Cluster 0,390550.2284699684,135275.48317321972,56225.50123286323
2016-06-25,238625.4567,Cluster 0,381268.2945155362,131141.45030593587,82808.36980187976
2016-06-26,101500.206999,Cluster 0,391122.1204281222,140439.15998882378,95740.00711912265
2016-06-27,91329.912995,Cluster 0,401275.5962033715,147786.8908786537,58176.56806368042
2016-06-28,54129.987992,Cluster 0,412738.55260850646,134757.24036796155,57469.05049154624
2016-06-29,57933.660996,Cluster 0,435005.05718701705,146529.5397129578,51579.90304870368
2016-06-30,54745.542,Cluster 0,444347.8831284047,138702.6162061109,53108.9161022115
2016-07-01,79838.194,Cluster 0,417773.7462846598,136989.04290833962,89745.77208888035
2016-07-02,112020.738,Cluster 0,539895.198070102,132879.68529006708,120235.54104703836
2016-07-03,259188.084012,Cluster 0,442740.584942601,141945.16020631936,138892.13525677868
2016-07-04,119590.57397,Cluster 0,445834.3126759068,149079.63832429983,101701.57366172248
2016-07-05,71182.222002,Cluster 0,416397.5011497619,136425.02616617037,102950.94119507514
2016-07-06,68950.507993,Cluster 0,411932.2700058204,147788.1420384429,99926.42542324567
2016-07-07,55746.085,Cluster 0,402650.3360513882,140297.10765252117,103786.92943775006
2016-07-08,60148.315031,Cluster 0,412504.1619639742,138568.6985635239,59207.1672267726
2016-07-09,82256.04987,Cluster 0,422657.6377392235,134608.33584496385,88135.58283344265
2016-07-10,102789.99103,Cluster 0,434120.5941443585,143493.76241866345,105276.20299399106
2016-07-11,61906.711,Cluster 0,456387.09872286906,150512.0295925856,66344.62722311297
2016-07-12,59850.380996,Cluster 0,465729.9246642567,138066.2305614247,66219.9393316567
2016-07-13,55696.63098,Cluster 0,439155.7878205118,149302.3886963008,61536.81050479377
2016-07-14,49968.493012,Cluster 0,561277.239605954,141839.75747003203,64346.54965832577
2016-07-15,59166.600988,Cluster 0,464122.626478453,140195.09556879944,52243.26746548223
2016-07-16,85830.210996,Cluster 0,467216.3542117588,136273.6448524488,81423.05832381445
2016-07-17,102323.65803,Cluster 0,437779.5426856139,144942.82651778765,98534.31867547546
2016-07-18,66265.503012,Cluster 0,433314.3115416724,151768.55146389766,59032.853885296514
2016-07-19,64459.6570121,Cluster 0,424032.37758724025,139661.91264286762,58607.4986936827
2016-07-20,61181.384,Cluster 0,433886.2034998262,150540.40931111216,53285.476439260805
2016-07-21,68587.93702,Cluster 0,444039.6792750755,143362.0709156984,55862.98578167328
2016-07-22,58181.401986,Cluster 0,455502.6356802105,141715.282739506,54327.820529338685
2016-07-23,79008.966996,Cluster 0,477769.1402587211,137923.16850680747,83729.23589825084
2016-07-24,175218.77399000002,Cluster 0,487111.9662001087,146415.2920758121,102434.76136480778
2016-07-25,64358.606,Cluster 0,460537.8293563638,153120.23634285427,61293.86221785176
2016-07-26,59604.953,Cluster 0,582659.281141806,141229.78629113917,60697.12795952712
2016-07-27,56659.340959,Cluster 0,485504.668014305,151958.25601974505,55429.18730847405
2016-07-28,48342.31702,Cluster 0,488598.3957476108,144838.5486366627,57653.06320689658
2016-07-29,57299.140004,Cluster 0,459161.5842214659,143261.51323349646,61919.60950114406
2016-07-30,90901.888987,Cluster 0,454696.3530775244,139517.8008180614,92193.13385609766
2016-07-31,111158.941992,Cluster 0,445414.41912309226,147807.41413229925,112297.41301802786
2016-08-01,86618.14199,Cluster 0,455268.2450356782,154336.5696905274,72422.52675237534
2016-08-02,77096.541004,Cluster 0,465421.7208109275,142756.19034273847,72710.97334157444
2016-08-03,70101.883988,Cluster 0,476884.6772160625,153167.24081591266,68742.5278056418
2016-08-04,60282.229,Cluster 0,499151.1817945731,146292.40038928596,71781.4491705691
2016-08-05,58923.10598,Cluster 0,508494.0077359607,144722.14676767943,56102.49708235187
2016-08-06,81090.20799,Cluster 0,481919.8708922158,141092.50065274883,86216.88928701205
2016-08-07,97335.73899,Cluster 0,604041.322677658,149209.24113512726,106635.59170452242
2016-08-08,64218.559999,Cluster 0,506886.709550157,155615.85148606187,65951.76517671201
2016-08-09,56924.642,Cluster 0,509980.4372834628,144254.2574582352,66519.49868465777
2016-08-10,57406.167995,Cluster 0,480543.62575731793,154500.93298043477,62481.35119486896
2016-08-11,53763.08402,Cluster 0,476078.3946133764,147705.1564709217,65700.71246671554
2016-08-12,67687.481998,Cluster 0,466796.4606589442,146194.04922692667,60254.312091011045
2016-08-13,66259.403,Cluster 0,476650.2865715302,142618.86472585463,90440.35386079011
2016-08-14,82674.017998,Cluster 0,486803.7623467795,150545.0908688316,111337.24029988628
2016-08-15,68256.05799,Cluster 0,498266.7187519145,156789.70213526575,71459.03680721634
2016-08-16,73927.700996,Cluster 0,520533.2233304251,145714.17824621784,72600.79175560147
2016-08-17,65951.56401,Cluster 0,529876.0492718127,155675.3168543512,68746.86309273227
2016-08-18,55085.567996,Cluster 0,503301.91242806776,149093.95410586524,72110.41328687876
2016-08-19,57459.454005,Cluster 0,625423.36421351,147595.77437679953,56725.89405766514
2016-08-20,74484.29901,Cluster 0,528268.751086009,144122.6337121643,86530.69230701248
2016-08-21,98235.909999,Cluster 0,531362.4788193147,151880.95797700988,107200.19272926482
2016-08-22,65469.935014,Cluster 0,501925.6672931699,158003.24099563246,66865.72598892429
2016-08-23,64149.87998,Cluster 0,497460.4361492284,147145.72806197134,67582.94918600161
2016-08-24,59940.4260058,Cluster 0,488178.5021947962,156934.40889070104,63202.77825107028
2016-08-25,52394.699997,Cluster 0,498032.32810738217,150445.45530493755,65910.96613784792
2016-08-26,53637.399002,Cluster 0,508185.8038826315,148998.3090191694,55974.76583483868
2016-08-27,76315.053106,Cluster 0,519648.76028776646,145583.22075510022,85302.69947601912
2016-08-28,90153.72698,Cluster 0,541915.2648662771,153161.66940121946,105446.41146803438
2016-08-29,64364.488,Cluster 0,551258.0908076647,159133.50825557692,64733.33547184625
2016-08-30,61327.1249,Cluster 0,524683.9539639198,148541.90566790185,64655.39149797644
2016-08-31,70083.681998,Cluster 0,646805.405749362,158070.71177056077,60402.14733555727
2016-09-01,73032.90402,Cluster 0,549650.792621861,151772.35029361807,62751.63368547696
2016-09-02,70847.070986,Cluster 0,552744.5203551668,150342.273892712,60922.43269492072
2016-09-03,102592.195051,Cluster 0,523307.7088290219,147019.6191618841,90243.09440736823
2016-09-04,121685.9101,Cluster 0,518842.4776850804,154435.62718799352,110377.0218171312
2016-09-05,71193.220957,Cluster 0,509560.5437306482,160286.73708145088,69732.2811274527
2016-09-06,73564.90801,Cluster 0,519414.3696432342,149910.0242593999,69845.01908209095
2016-09-07,69521.563989,Cluster 0,529567.8454184835,159262.76424890413,65462.27780482382
2016-09-08,57161.5180095,Cluster 0,541030.8018236185,153065.04556696006,67873.28240527479
2016-09-09,51886.38198,Cluster 0,563297.3064021291,151679.7284064258,51190.796362556255
2016-09-10,83844.998981,Cluster 0,572640.1323435167,148416.94873659895,79863.81869510558
2016-09-11,101790.852994,Cluster 0,546065.9954997718,155662.6453983783,99337.526062517
2016-09-12,61483.460997,Cluster 0,668187.447285214,161373.16743307386,58172.00930712767
2016-09-13,55937.779988,Cluster 0,571032.834157713,151245.12811829164,57665.56122602945
2016-09-14,52033.101991,Cluster 0,574126.5618910188,160359.0045102398,52914.50782837247
2016-09-15,52866.14401,Cluster 0,544689.7503648739,154332.97309048314,55297.57966362145
2016-09-16,56933.82202,Cluster 0,540224.5192209324,152967.4189790616,51772.09793945622
2016-09-17,80943.21197,Cluster 0,530942.5852665002,149789.26216865802,80968.89717295341
2016-09-18,104650.60197,Cluster 0,540796.4111790862,156878.25752118134,101255.96072107065
2016-09-19,62691.233988,Cluster 0,550949.8869543355,162470.5970874961,60639.399606161
2016-09-20,60260.65499,Cluster 0,562412.8433594705,152552.72304974392,60797.24810532591
2016-09-21,53960.355996,Cluster 0,584679.3479379811,161490.0949956359,56444.78467530208
2016-09-22,48100.375986,Cluster 0,594022.1738793687,155569.2699729454,59544.50468893642
2016-09-23,53531.6040003,Cluster 0,567448.0370356238,154243.5602689767,48798.96392155159
2016-09-24,74239.561977,Cluster 0,689569.488821066,151125.84383730267,77857.71975220247
2016-09-25,94424.707,Cluster 0,592414.875693565,158053.22793262784,98051.50974553208
2016-09-26,55940.647,Cluster 0,595508.6034268708,163513.53211443254,57323.98032901148
2016-09-27,53089.09299,Cluster 0,566071.7919007259,153829.34163006945,57336.13852575524
2016-09-28,53585.345984,Cluster 0,561606.5607567844,162545.36175476463,52588.82261141678
2016-09-29,48431.991024,Cluster 0,552324.6268023523,156780.9793081337,55439.63111380485
2016-09-30,59423.397006,Cluster 0,562178.4527149382,155476.6810720972,59435.57893090344
2016-10-01,111715.423976,Cluster 0,572331.9284901875,152437.12704980513,89292.66013821826
2016-10-02,126220.48001,Cluster 0,583794.8848953225,159213.67556243256,109892.0576977224
2016-10-03,72028.04399,Cluster 0,606061.3894738331,164558.97565068275,69238.11876950663
2016-10-04,68867.054986,Cluster 0,615404.2154152207,155079.16129262422,69484.1837958191
2016-10-05,62587.003982,Cluster 0,588830.0785714758,163620.45939236574,64744.81525350313
2016-10-06,53885.14998,Cluster 0,710951.530356918,157963.22789293135,67120.156501054
2016-10-07,55967.859006,Cluster 0,613796.917229417,156694.86748075174,53979.8938879258
2016-10-08,83777.201996,Cluster 0,616890.6449627228,153715.43368698045,83850.9891864739
2016-10-09,106639.85302,Cluster 0,587453.8334365779,160338.36412420493,103821.05514848104
2016-10-10,67056.260006,Cluster 0,582988.6022926364,165559.16882146336,62409.82072136739
2016-10-11,60399.70801,Cluster 0,573706.6683382043,156299.7958416714,62093.92302580026
2016-10-12,60144.712005,Cluster 0,583560.4942507902,164634.6009038097,56874.9144673194
2016-10-13,51215.566009,Cluster 0,593713.9700260395,159121.30584964727,58735.44467927057
2016-10-14,55146.43499,Cluster 0,605176.9264311745,157875.255626504,54059.51045564946
2016-10-15,85188.855019,Cluster 0,627443.4310096852,154968.54394000082,84047.9539665192
2016-10-16,111457.9321,Cluster 0,636786.2569510727,161446.52345934772,104265.2197950104
2016-10-17,63669.515967,Cluster 0,610212.1201073278,166555.9064576593,63072.6815104235
2016-10-18,58526.568,Cluster 0,732333.57189277,157494.4448528964,62989.38763822153
2016-10-19,54686.689004,Cluster 0,635178.958765269,165657.84133993572,58069.60837055437
2016-10-20,51454.349971,Cluster 0,638272.6864985748,160251.78827172858,60353.5029938958
2016-10-21,55243.03301,Cluster 0,608835.8749724299,159038.5202022707,43847.37785954788
2016-10-22,74728.37300200001,Cluster 0,604370.6438284884,156190.993514406,73091.79591966854
2016-10-23,100364.293005,Cluster 0,595088.7098740563,162522.75946570543,92654.47131621964
2016-10-24,61416.116004,Cluster 0,604942.5357866422,167514.39019741333,51048.43337927282
2016-10-25,54490.727004,Cluster 0,615096.0115618915,158661.50605748105,50391.92093936128
2016-10-26,53199.239,Cluster 0,626558.9679670265,166631.23822840647,44812.551308975424
2016-10-27,46934.794,Cluster 0,648825.4725455372,161358.67749626897,46663.74378429209
2016-10-28,47835.504986,Cluster 0,658168.2984869247,160168.0837250604,52877.76387939635
2016-10-29,71030.28199,Cluster 0,631594.1616431798,157388.61622215674,83077.39206884241
2016-10-30,91475.185079,Cluster 0,753715.613428622,163581.259516687,104083.79918141868
2016-10-31,56860.817998,Cluster 0,656561.000301121,168465.29092567106,62839.65932873481
2016-11-01,74732.440006,Cluster 0,659654.7280344268,159803.45772575575,62794.17717597693
2016-11-02,91000.809982,Cluster 0,630217.916508282,167606.12562123695,59270.76072653152
2016-11-03,75077.477013,Cluster 0,625752.6853643404,162439.60138629362,61485.24533618997
2016-11-04,75930.619018,Cluster 0,616470.7514099083,161279.1962692335,59869.7667336945
2016-11-05,80240.412985,Cluster 0,626324.5773224942,158557.55971324278,89757.93963973953
2016-11-06,118869.55302,Cluster 0,636478.0530977435,164610.89488663353,111057.620245243
2016-11-07,70648.329903,Cluster 0,647941.0095028785,169383.28040909927,69692.36701108575
2016-11-08,71969.53599,Cluster 0,670207.5140813892,160919.26445004356,69713.43739076288
2016-11-09,65098.33401,Cluster 0,679550.3400227767,168539.52608952302,65630.57472708453
2016-11-10,50548.460995,Cluster 0,652976.2031790318,163497.61485999206,67690.07199074194
2016-11-11,61560.6299963,Cluster 0,775097.654964474,162359.87019226438,64984.38563662883
2016-11-12,157558.08804,Cluster 0,677943.041836973,159702.22840440148,95522.17836556723
2016-11-13,117054.192,Cluster 0,681036.7695702788,165622.16078814183,114691.05119330964
