date,sales,cluster,Test_Forecast,Test Forecast,test_Forecast_prophet_online
2016-04-13,179498.456136,Cluster 3,211626.26255326823,344099.58748413745,182041.11376120668
2016-04-14,148321.779992,Cluster 3,211626.26742189223,329156.3181924177,158389.246325328
2016-04-15,172697.617,Cluster 3,211626.2480744239,303608.3595171016,302052.10706182703
2016-04-16,224525.908951,Cluster 3,211626.23486377075,312718.69669139106,359767.0481426251
2016-04-17,326502.638032,Cluster 3,211626.22933546145,344487.3563749621,385553.7577352829
2016-04-18,350653.836011,Cluster 3,211626.226814196,359880.4686050858,336026.8935264292
2016-04-19,318098.259001,Cluster 3,211626.23255347053,323221.0355554317,338923.7031107683
2016-04-20,278158.047947,Cluster 3,211626.24188993243,347704.23751614604,343034.77209123457
2016-04-21,489393.54198,Cluster 3,211626.24375710785,332959.7159555285,328209.98274746025
2016-04-22,242149.843004,Cluster 3,211626.2363371231,307789.1470501572,202413.52509917004
2016-04-23,261048.964931,Cluster 3,211626.23127068012,316783.860103847,249944.39877450763
2016-04-24,258646.642001,Cluster 3,211626.22915050763,348076.73878972547,266152.1206079359
2016-04-25,179722.64298,Cluster 3,211626.2281835723,363229.81789517,207285.5824171988
2016-04-26,232232.174045,Cluster 3,211626.23038465247,327122.37036679406,203544.24051681516
2016-04-27,171611.868019,Cluster 3,211626.2339652969,351252.5650142192,197927.9616411868
2016-04-28,146523.618006,Cluster 3,211626.2346813809,336711.2185927563,176991.62512698863
2016-04-29,184431.706996,Cluster 3,211626.23183572837,311909.7748414526,242324.8678603261
2016-04-30,264528.283136,Cluster 3,211626.2298926871,320785.0074186647,295370.66762880865
2016-05-01,630055.231848,Cluster 3,211626.22907957569,351613.62879090843,322365.4355099782
2016-05-02,351807.243978,Cluster 3,211626.22870874443,366533.4773121324,263014.06990842684
2016-05-03,213470.311962,Cluster 3,211626.2295528849,330964.6126063056,260729.90681635975
2016-05-04,208283.467122,Cluster 3,211626.23092610476,354746.06058011,259925.89807053245
2016-05-05,172956.931006,Cluster 3,211626.23120073148,340409.97415833303,241735.20915757128
2016-05-06,199776.224982,Cluster 3,211626.23010938975,315971.145385493,279800.1333271773
2016-05-07,535925.32605,Cluster 3,211626.2293642103,324724.5203821477,340905.96042969153
2016-05-08,456194.759976,Cluster 3,211626.2290523724,355098.241239519,369462.2088907187
2016-05-09,218623.383018,Cluster 3,211626.22891015417,369791.0417682103,307951.62823784706
2016-05-10,182074.206985,Cluster 3,211626.2292338921,334749.5375655083,307446.2996651998
2016-05-11,191956.753997,Cluster 3,211626.2297605383,358186.1540701602,308585.86726122967
2016-05-12,312704.526074,Cluster 3,211626.2298658609,344055.7138867837,294509.7891100214
2016-05-13,175218.641963,Cluster 3,211626.2294473184,319973.9677779122,186255.34801953516
2016-05-14,242143.486999,Cluster 3,211626.2291615332,328604.3030885969,242287.13187658356
2016-05-15,274330.495226,Cluster 3,211626.22904193963,358531.1157566086,265764.7410442757
2016-05-16,200852.08086,Cluster 3,211626.22898739725,373002.3843533833,199688.04801952164
2016-05-17,181964.5659,Cluster 3,211626.2291115546,338478.4982845009,194958.7389851542
2016-05-18,175207.565318,Cluster 3,211626.22931352968,361574.16017926845,191415.8973274595
2016-05-19,153315.9179935,Cluster 3,211626.22935392216,347648.56302671094,174270.61723681094
2016-05-20,187197.604005,Cluster 3,211626.2291934061,323918.87780657737,136841.10491939314
2016-05-21,237196.407104,Cluster 3,211626.2290838041,332425.9061906665,191570.71475914004
2016-05-22,266811.499983,Cluster 3,211626.2290379385,361912.9629383232,214038.6844054025
2016-05-23,186735.095021,Cluster 3,211626.22901702084,376167.6037794434,146234.7817990636
2016-05-24,167623.0969845,Cluster 3,211626.22906463663,342152.5834573045,140669.35926416412
2016-05-25,167055.101046,Cluster 3,211626.2291420965,364911.26621029846,135866.8796250414
2016-05-26,152280.942972,Cluster 3,211626.2291575875,351188.9044313736,118200.07505871536
2016-05-27,209905.629061,Cluster 3,211626.2290960277,327806.5007231876,156620.33535816692
2016-05-28,206776.26104,Cluster 3,211626.22905399403,336190.6257873019,214216.4436210324
2016-05-29,244300.306055,Cluster 3,211626.22903640405,365244.5713696962,240765.1035592905
2016-05-30,196785.963916,Cluster 3,211626.22902838187,379286.9713313817,177323.0830724355
2016-05-31,253756.453035,Cluster 3,211626.2290466431,345772.72098257043,176879.39611248093
2016-06-01,211330.526012,Cluster 3,211626.22907634987,368198.54083995457,176432.85582765212
2016-06-02,174619.351793,Cluster 3,211626.22908229087,354677.2830012592,161461.40263704644
2016-06-03,193228.736948,Cluster 3,211626.229058682,331637.479864449,199427.08894075308
2016-06-04,260717.806951,Cluster 3,211626.22904256155,339899.5785649664,261645.70039332795
2016-06-05,289925.444018,Cluster 3,211626.2290358156,368526.75406968256,292199.1712685488
2016-06-06,196486.77687,Cluster 3,211626.22903273895,382360.88418398186,232684.61890930863
2016-06-07,178686.943082,Cluster 3,211626.2290397424,349339.7438696196,235739.48766769984
2016-06-08,186353.9879336,Cluster 3,211626.22905113528,371436.951417725,238191.2945481001
2016-06-09,146645.2359041,Cluster 3,211626.22905341373,358114.3405848,225483.165143045
2016-06-10,160795.993979,Cluster 3,211626.2290443594,335412.4861153113,191440.62078616105
2016-06-11,223946.2950065,Cluster 3,211626.22903817703,343553.7568828884,250841.5875930777
2016-06-12,253881.75597,Cluster 3,211626.22903558987,371760.31964552886,278066.4947378957
2016-06-13,180978.419106,Cluster 3,211626.22903441,385389.8273619092,215349.64525582973
2016-06-14,176472.402025,Cluster 3,211626.22903709585,352854.4307753045,214785.59181680164
2016-06-15,190882.718982,Cluster 3,211626.22904146515,374627.3830822381,213379.9974551676
2016-06-16,169605.38004,Cluster 3,211626.22904233896,361500.7728789124,197322.6528199317
2016-06-17,181562.70401,Cluster 3,211626.22903886653,339132.2174429579,155786.65737194763
2016-06-18,250424.0419,Cluster 3,211626.22903649556,347154.0679162847,208449.3018425819
2016-06-19,227824.109969,Cluster 3,211626.2290355033,374946.0583434504,229229.3223731601
2016-06-20,203511.4459803,Cluster 3,211626.2290350508,388374.3443424035,159994.8807847477
2016-06-21,195013.5140543,Cluster 3,211626.22903608088,356317.5299420131,153328.0761091355
2016-06-22,182687.7959783,Cluster 3,211626.22903775657,377770.6563948481,144514.6342885631
2016-06-23,148788.474943,Cluster 3,211626.22903809167,364837.3017378144,122884.41514334652
2016-06-24,169789.8569493,Cluster 3,211626.22903675996,342797.3939445504,159332.52902869438
2016-06-25,666327.5518875,Cluster 3,211626.2290358506,350701.3606981637,218336.023863246
2016-06-26,255914.852972,Cluster 3,211626.22903547008,378084.7366699946,228622.3310559255
2016-06-27,176920.203009,Cluster 3,211626.2290352965,391315.0152482335,157832.63441028254
2016-06-28,164556.031985,Cluster 3,211626.2290356916,359729.7725983922,149113.41026450624
2016-06-29,170453.205004,Cluster 3,211626.22903633423,380867.5421500755,139607.61041872005
2016-06-30,147158.106984,Cluster 3,211626.2290364628,368124.6579709161,111478.5882633264
2016-07-01,224196.69695,Cluster 3,211626.229035952,346408.75146035885,214684.75539111104
2016-07-02,274547.52601,Cluster 3,211626.2290356033,354196.44430946844,283736.3245713218
2016-07-03,588442.080008,Cluster 3,211626.22903545736,381177.0966288489,306940.1400773452
2016-07-04,213618.5709,Cluster 3,211626.2290353908,394212.4412160617,236640.2875210016
2016-07-05,194181.326995,Cluster 3,211626.22903554232,363091.87989634287,234433.45064890943
2016-07-06,193811.350017,Cluster 3,211626.2290357888,383918.7730922545,231635.8554467408
2016-07-07,161138.1580275,Cluster 3,211626.22903583807,371363.5710857201,209682.9385960101
2016-07-08,177353.657025,Cluster 3,211626.2290356422,349967.035330801,161318.68041747806
2016-07-09,223924.05904,Cluster 3,211626.22903550847,357640.09979443427,227821.537991037
2016-07-10,245597.510871,Cluster 3,211626.2290354525,384223.85718945565,248332.2211569103
2016-07-11,184066.511968,Cluster 3,211626.22903542695,397067.23353311216,175814.88670042943
2016-07-12,174015.882956,Cluster 3,211626.22903548507,366404.5660475632,171650.1491934014
2016-07-13,174762.2963815,Cluster 3,211626.2290355796,386925.0527931396,166200.29106345243
2016-07-14,146085.69802,Cluster 3,211626.2290355985,374554.7634966223,142877.95552378683
2016-07-15,176479.5029843,Cluster 3,211626.2290355234,353472.99500455224,157246.08167257006
2016-07-16,233871.061,Cluster 3,211626.2290354721,361033.08775311866,225408.0758869236
2016-07-17,250090.360905,Cluster 3,211626.22903545064,387225.7166185671,247270.43347031696
2016-07-18,191718.142,Cluster 3,211626.2290354409,399880.00631153,176121.9837409628
2016-07-19,171287.3850465,Cluster 3,211626.2290354632,369668.5393486691,173182.97731209642
2016-07-20,191486.261047,Cluster 3,211626.22903549945,389887.06215495936,169335.42080161243
2016-07-21,150642.6220285,Cluster 3,211626.2290355067,377698.9475131863,146538.0791784833
2016-07-22,165687.030906,Cluster 3,211626.22903547785,356927.3797180599,166684.42800713313
2016-07-23,212389.26497,Cluster 3,211626.22903545815,364376.1530371568,234707.05162098017
2016-07-24,427059.959964,Cluster 3,211626.22903544997,390183.35493989487,259860.87363092293
2016-07-25,193701.267028,Cluster 3,211626.2290354462,402651.3717015024,184961.1664483912
2016-07-26,174991.40398,Cluster 3,211626.22903545477,372884.5021292488,181276.12454621543
2016-07-27,174376.1410357,Cluster 3,211626.22903546863,392805.464042867,176319.4452613285
2016-07-28,146185.835294,Cluster 3,211626.22903547145,380796.8239923248,152709.00171438814
2016-07-29,179651.80195,Cluster 3,211626.2290354604,360330.935216209,177420.66160665656
2016-07-30,242004.899979,Cluster 3,211626.22903545285,367670.0275584982,246078.3668813421
2016-07-31,259809.42401,Cluster 3,211626.2290354497,393097.4361682673,272744.098861683
2016-08-01,236322.794065,Cluster 3,211626.22903544828,405381.93687297526,199814.606390403
2016-08-02,208807.195011,Cluster 3,211626.2290354516,376053.1502297488,197087.12715594668
2016-08-03,201680.260002,Cluster 3,211626.2290354569,395680.9065071986,194197.087820247
2016-08-04,164981.287976,Cluster 3,211626.229035458,383849.0819377722,171620.82846782618
2016-08-05,186475.833004,Cluster 3,211626.22903545373,363684.4013724392,158985.4961853165
2016-08-06,225867.653984,Cluster 3,211626.22903545084,370915.4319059081,226490.6358507997
2016-08-07,239120.278923,Cluster 3,211626.2290354496,395968.6101831889,252932.33568796623
2016-08-08,192307.9858645,Cluster 3,211626.22903544907,408072.30219524994,177929.85667279188
2016-08-09,175088.744001,Cluster 3,211626.22903545032,379175.1723453616,174618.10089504212
2016-08-10,172271.360102,Cluster 3,211626.2290354524,398514.0249795537,170783.09586608986
2016-08-11,159490.749944,Cluster 3,211626.2290354528,386856.3986012982,148329.08820575074
2016-08-12,185321.0369041,Cluster 3,211626.22903545116,366988.5105327589,157867.55044604535
2016-08-13,183875.203979,Cluster 3,211626.22903545003,374113.0762342126,225455.38169712355
2016-08-14,205017.075965,Cluster 3,211626.2290354496,398797.51422364585,253574.1511869055
2016-08-15,198502.473,Cluster 3,211626.22903544936,410723.0602052904,180580.12487753268
2016-08-16,193834.098106,Cluster 3,211626.22903544983,382251.2494065247,178644.1005054243
2016-08-17,198757.488003,Cluster 3,211626.22903545064,401305.4437445832,175916.50291548896
2016-08-18,156099.58801,Cluster 3,211626.2290354508,389819.439819234,154354.5433331301
2016-08-19,179568.60010799998,Cluster 3,211626.22903545015,370243.986414052,168334.02801295655
2016-08-20,221260.737821,Cluster 3,211626.2290354497,377263.6607287318,236516.19051591548
2016-08-21,240083.240895,Cluster 3,211626.2290354496,401584.7740419573,264919.3182574779
2016-08-22,196546.255892,Cluster 3,211626.22903544948,413334.7950799161,192099.09483943583
2016-08-23,181556.5851005,Cluster 3,211626.22903544965,385282.0540696765,190085.47435231635
2016-08-24,182688.454983,Cluster 3,211626.22903544997,404055.776914663,186834.30279608443
2016-08-25,152481.072114,Cluster 3,211626.22903545,392738.8604328226,164711.80114258913
2016-08-26,176061.321957,Cluster 3,211626.22903544977,373451.5434105856,160066.2694337048
2016-08-27,206394.330934,Cluster 3,211626.2290354496,380367.87583562784,226192.91651944225
2016-08-28,225048.987975,Cluster 3,211626.22903544956,404331.00477556576,252745.9395759897
2016-08-29,182673.415879,Cluster 3,211626.2290354495,415908.08241907344,178299.21199101015
2016-08-30,172170.855985,Cluster 3,211626.2290354496,388268.2503383451,173903.23969647085
2016-08-31,195952.724964,Cluster 3,211626.22903544968,406765.62907248345,170567.49209258184
2016-09-01,202067.739969,Cluster 3,211626.2290354497,395615.3047122699,147599.91041705766
2016-09-02,216215.445928,Cluster 3,211626.2290354496,376611.8861913237,182365.3417445512
2016-09-03,268889.62397,Cluster 3,211626.2290354496,383426.4023742072,249716.0080858385
2016-09-04,284228.231973,Cluster 3,211626.22903544956,407036.8115981315,277452.96627944155
2016-09-05,212471.1130265,Cluster 3,211626.22903544956,418443.48921327497,204589.77701407447
2016-09-06,202796.189012,Cluster 3,211626.2290354496,391210.49330757774,201882.03511529064
2016-09-07,186710.48798,Cluster 3,211626.2290354496,409435.5956978269,199284.41516244467
2016-09-08,161503.932798,Cluster 3,211626.2290354496,398449.40674698376,178092.73316205075
2016-09-09,175008.722985,Cluster 3,211626.2290354496,379725.7094982227,159152.38365020975
2016-09-10,228617.504121,Cluster 3,211626.2290354496,386439.91159869137,224711.15608754643
2016-09-11,260207.1639723,Cluster 3,211626.2290354496,409702.79020493134,251115.78652237824
2016-09-12,181190.4831295,Cluster 3,211626.2290354496,420941.5739141255,176661.14012290537
2016-09-13,169397.747991,Cluster 3,211626.2290354496,394109.4290131416,172612.4790895965
2016-09-14,166210.122014,Cluster 3,211626.2290354496,412066.2634581563,168791.96957521638
2016-09-15,155959.568981,Cluster 3,211626.2290354496,401241.7907886644,147384.25871077503
2016-09-16,180273.992019,Cluster 3,211626.2290354496,382793.698079354,160763.38694657013
2016-09-17,231497.803982,Cluster 3,211626.2290354496,389409.0652464081,226756.1309043876
2016-09-18,267062.574054,Cluster 3,211626.2290354496,412329.52717789344,254077.6604879664
2016-09-19,183470.214012,Cluster 3,211626.2290354496,423402.88655783614,180051.52852131554
2016-09-20,182213.7099027,Cluster 3,211626.2290354496,396965.6943638839,176839.25930427242
2016-09-21,178743.994989,Cluster 3,211626.2290354496,414658.21041605977,173086.58036084726
2016-09-22,146758.394025,Cluster 3,211626.2290354496,403993.0715466545,152052.93396316766
2016-09-23,169870.6961,Cluster 3,211626.2290354496,385816.5267096846,148191.9527727916
2016-09-24,219145.11607,Cluster 3,211626.2290354496,392334.51559079473,212609.68157779
2016-09-25,244373.282016,Cluster 3,211626.2290354496,414917.60026561975,238233.19187136035
2016-09-26,181720.83898,Cluster 3,211626.2290354496,425827.9689120138,162651.32823928594
2016-09-27,161744.6599885,Cluster 3,211626.2290354496,399779.9171368942,157556.5842667787
2016-09-28,165183.1630083,Cluster 3,211626.2290354496,417212.00618788274,151551.32635007947
2016-09-29,142407.1100673,Cluster 3,211626.2290354496,406703.85444088775,128911.35339237434
2016-09-30,181812.063966,Cluster 3,211626.2290354496,388794.8602668468,165791.70125327373
2016-10-01,285467.657998,Cluster 3,211626.2290354496,395216.9055068214,231678.3987467252
2016-10-02,300815.494991,Cluster 3,211626.2290354496,417467.5786048261,258379.73076898255
2016-10-03,219995.760949,Cluster 3,211626.2290354496,428217.35462901,183565.69084337025
2016-10-04,196614.878024,Cluster 3,211626.2290354496,402552.7160181822,179098.329516007
2016-10-05,192747.6480221,Cluster 3,211626.2290354496,419728.2120750851,173916.50925259895
2016-10-06,154868.286001,Cluster 3,211626.2290354496,409374.7358198543,150731.43041364243
2016-10-07,280511.919004,Cluster 3,211626.2290354496,391729.3538398997,168989.1321259332
2016-10-08,231962.314999,Cluster 3,211626.2290354496,398056.8685505659,232480.17380282225
2016-10-09,273945.646004,Cluster 3,211626.2290354496,419980.02290230425,258118.27134269357
2016-10-10,201198.0239035,Cluster 3,211626.2290354496,430571.5693971464,181687.1997449016
2016-10-11,176969.770984,Cluster 3,211626.2290354496,405284.7006751178,176321.71211561086
2016-10-12,174514.873026,Cluster 3,211626.2290354496,422207.381181343,169735.5674254002
2016-10-13,150066.507971,Cluster 3,211626.2290354496,412006.30315104354,146031.29344975748
2016-10-14,173342.310984,Cluster 3,211626.2290354496,394620.6528566823,161282.52550066367
2016-10-15,232661.834062,Cluster 3,211626.2290354496,400855.0290517586,225364.10231463576
2016-10-16,282297.525066,Cluster 3,211626.2290354496,422455.48559080187,251975.22401319625
2016-10-17,193560.514989,Cluster 3,211626.2290354496,432891.1310858827,176410.91303091438
2016-10-18,175452.029012,Cluster 3,211626.2290354496,407976.4718501903,172031.71123562017
2016-10-19,173875.77796,Cluster 3,211626.2290354496,424650.0585229135,167047.42348177673
2016-10-20,156494.36897,Cluster 3,211626.2290354496,414599.1351904426,145047.8364683986
2016-10-21,172630.5090033,Cluster 3,211626.2290354496,397469.39322062,162590.22839687052
2016-10-22,216185.051015,Cluster 3,211626.2290354496,403612.0022169289,228249.08697162697
2016-10-23,263930.47804,Cluster 3,211626.2290354496,424894.51096796256,256609.2340677382
2016-10-24,182928.3900363,Cluster 3,211626.2290354496,435176.5498836671,182764.1863428735
2016-10-25,174394.8430287,Cluster 3,211626.2290354496,410628.6214684503,180186.44880059749
2016-10-26,171457.7180087,Cluster 3,211626.2290354496,427056.7811363331,176260.375826907
2016-10-27,146265.4109869,Cluster 3,211626.2290354496,417153.80213645566,155743.31146980746
2016-10-28,167520.956085,Cluster 3,211626.2290354496,400276.20145138254,173716.38977088855
2016-10-29,214748.0199585,Cluster 3,211626.2290354496,406328.3942405294,239793.5059512848
2016-10-30,239920.032079,Cluster 3,211626.2290354496,427297.6353243885,269677.4911300929
2016-10-31,172170.3409795,Cluster 3,211626.2290354496,437428.3284285872,195134.80564259237
2016-11-01,218701.42818,Cluster 3,211626.2290354496,413241.7327532191,192121.11597042903
2016-11-02,238460.168986,Cluster 3,211626.2290354496,429428.0781854417,189885.1169782647
2016-11-03,187421.4349965,Cluster 3,211626.2290354496,419670.8657723981,168322.33515516366
2016-11-04,195217.037075,Cluster 3,211626.2290354496,403041.6948261112,191387.5058004236
2016-11-05,210684.285991,Cluster 3,211626.2290354496,409004.80242162576,256886.83227251848
2016-11-06,277063.538009,Cluster 3,211626.2290354496,429665.3870647436,287185.6025898423
2016-11-07,224287.6210445,Cluster 3,211626.2290354496,439646.9619325705,212910.3495794109
2016-11-08,206320.645992,Cluster 3,211626.2290354496,415816.3803463471,209416.81630328496
2016-11-09,205271.08599,Cluster 3,211626.2290354496,431764.4710685268,205846.77754617404
2016-11-10,159238.871971,Cluster 3,211626.2290354496,422150.8796006616,183905.8671140729
2016-11-11,182413.46301,Cluster 3,211626.2290354496,405766.4815193991,208063.0831388661
